first_name,last_name,picture,gender,active,microJurisId,2024_municipality,2024_senate_district,2024_representative_district,2024_politician_type,2024_party,2024_ballot,2024_commisions,2024_primary,2024_general,2024_display_name
"José L.""Pache""",Acevedo Olivencia,/static/images/profile_images/Jose_L_Acevedo_Olivencia_6468.jpg,M,TRUE,,Hormigueros,,,alcalde,PNP,,,FALSE,TRUE,José (Pache) Acevedo Olivencia 
José Luis,Arocho Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
José Luis,Cuevas Vélez,,M,TRUE,,,,,,,,,FALSE,FALSE,
José Luis,Dalmau Santiago,/static/images/profile_images/Jose_L_Dalmau_Santiago_1844.jpg,M,TRUE,853,,ACUMULACION,,senador,PPD,,,FALSE,TRUE,
José Luis,Mojica Carrasquillo,/static/images/profile_images/Jose_Luis_Mojica_Carrasquillo_3724.jpg,M,TRUE,,,,33,representante,PPD,,,FALSE,TRUE,José Luis (Güi) Mojica Carrasquillo
José Luis,Westerband López,,M,TRUE,,,,,,,,,FALSE,FALSE,
José Manuel,Carrasquillo Figueroa,,M,TRUE,,,,,,,,,FALSE,FALSE,
José Manuel,Morciglio Rodríguez,,M,TRUE,,,,,,,,,FALSE,FALSE,
José Manuel,Sánchez Pérez,/static/images/profile_images/Jose_Manuel_Sanchez_Perez_2446.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
José Miguel,Pérez Villanueva,,M,FALSE,,,4,,senador,INDT,,,FALSE,FALSE,
José (Obelito),Rosario Sánchez,,M,FALSE,,Naguabo,,,alcalde,PPD,,,FALSE,FALSE,
José Orlando,Rodríguez Morales,/static/images/profile_images/Jose_Orlando_Rodriguez_Morales_1105.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
José Orlando (Memo),González Mercado,/static/images/profile_images/Jose_Orlando_Gonzalez_Mercado_0395.jpg,M,TRUE,879,Arecibo,,,alcalde,PNP,,,FALSE,TRUE,José (Memo) González Mercado
José Oscar,Reyes Mojica,/static/images/profile_images/Jose_Oscar_Reyes_Mojica_2476.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
José Pascual,Ayala Pérez,,M,FALSE,,San Germán,,,alcalde,PPD,,,FALSE,FALSE,
Joséph E.,Dufrasne González,/static/images/profile_images/Joseph_E_Dufrasne_Gonzalez_8240.jpg,M,TRUE,,Carolina,,,alcalde,PIP,,,FALSE,TRUE,Emanuel Dufrasne González
José (Pichy),Torres Zamora,/static/images/profile_images/Jose_Ernesto_Torres_Zamora_5732.jpg,M,TRUE,910,,,ACUMULACION,representante,PNP,,,FALSE,TRUE,
José R.,Díaz García,/static/images/profile_images/Jose_R_Diaz_Garcia_4224.jpg,M,TRUE,,Orocovis,,,alcalde,MVC,,,FALSE,TRUE,José (Rafaelito) Díaz
José R.,Díaz Rodríguez,,M,TRUE,,,,,,,,,FALSE,FALSE,
José R.,Ortíz Lugo,/static/images/profile_images/Jose_R_Ortiz_Lugo_3568.jpg,M,TRUE,,Sabana Grande,,,alcalde,PIP,,,FALSE,TRUE,José (Maché) Ortiz
José Rafael,Pérez Rivera,/static/images/profile_images/Jose_Rafael_Perez_Rivera_6699.jpg,M,TRUE,,Luquillo,,,alcalde,PD,,,FALSE,TRUE,
José Ramón,Candelario González,,M,TRUE,,,,9,representante,INDT,,,FALSE,FALSE,
José Ramón,González Vázquez,/static/images/profile_images/Jose_Ramon_Gonzalez_Vazquez_1965.jpg,M,TRUE,,Luquillo,,,alcalde,PIP,,,FALSE,TRUE,José González Vázquez
José Ramón,Torres Torres,,M,TRUE,,,,,,,,,FALSE,FALSE,
José Raúl,Castro Benjamín,,M,TRUE,,,,,,,,,FALSE,FALSE,
José Raúl,Vázquez Pérez,/static/images/profile_images/Jose_Raul_Vazquez_Perez_8635.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
José Roberto,González Montes De Oca,/static/images/profile_images/jose-roberto-gonzalez-montes-de-oca.jpeg,M,TRUE,,Añasco,,,alcalde,PPD,,,FALSE,TRUE,
José S.,Rodríguez Cuevas,/static/images/profile_images/Jose_S_Rodriguez_Cuevas_3394.jpg,M,TRUE,,Las Marías,,,alcalde,PPD,,,FALSE,TRUE,José (Papo) Rodríguez Cuevas
José (Tatito),Cabello Torres,/static/images/profile_images/Jose_Ramon_Cabello_Torres_4037.jpg,M,TRUE,,Cidra,,,alcalde,MVC,,,FALSE,TRUE,
José V.,Madera Cabán,/static/images/profile_images/Jose_V_Madera_Caban_7344.jpg,M,TRUE,,Ponce,,,alcalde,PIP,,,FALSE,TRUE,José Víctor Madera Cabán
José Víctor,Cordero Torres,,M,TRUE,,,,,,,,,FALSE,FALSE,
Joshua,Rivera Carrasquillo,/static/images/profile_images/Joshua_Rivera_Carrasquillo_0465.jpg,M,TRUE,,Salinas,,,alcalde,PNP,,,FALSE,TRUE,
Joshuan,Feliciano,,M,FALSE,,,,13,representante,PPD,,,FALSE,FALSE,
Joshuan Rafael,Gandía Cabrera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Josué,Fas Ramírez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Josué,González Pérez,static/images/profile_images/josue-gonzalez-perez.jpeg,M,TRUE,,Toa Alta,,,alcalde,MVC,,,FALSE,TRUE,
Josué,Hernández,/static/images/profile_images/Josue_Hernandez_1664.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Josué André,González López,/static/images/profile_images/Josue_Andre_Gonzalez_Lopez_6797.jpg,M,TRUE,,Hormigueros,,,alcalde,PIP,,,FALSE,TRUE,
Josué Eliu,Pagán Carbone,/static/images/profile_images/Josue_Eliu_Pagan_Carbone_7771.jpg,M,TRUE,,,,23,representante,PD,,,FALSE,TRUE,
Josué Emanuel,Lebrón Gómez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Josué O.,Quiñones Moret,,M,FALSE,,Aguada,,,alcalde,PNP,,,FALSE,FALSE,
Jowen,Santos Hilerio,/static/images/profile_images/Jowen_Santos_Hilerio_2933.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan,Conde Navarro,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan,Gómez Gómez,/static/images/profile_images/Juan_Gomez_Gomez_1124.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan,Lugo Ramos,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan,Núñez,,M,FALSE,,,,16,representante,PNP,,,FALSE,FALSE,
Juan,Pizarro Sánchez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan,Rolón Ortíz,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan,Ruíz Soto,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan,Santiago Santana,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan,Zaragoza Gómez,/static/images/profile_images/Juan_Zaragoza_Gomez_2577.jpg,M,TRUE,852,,,,gobernador,PPD,,,FALSE,FALSE,
Juan A.,González Rodríguez,/static/images/profile_images/Juan_A_Gonzalez_Rodriguez_5476.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Alberto,Castillo Lebrón,,M,TRUE,,Guayama,,,alcalde,PD,,,FALSE,FALSE,
Juan Alberto,Cotto Bristol,/static/images/profile_images/juan-alberto-cotto-bristol.jpeg,M,TRUE,,Guayama,,,alcalde,MVC,,,FALSE,TRUE,Juan (Nesty) Cotto Bristol 
Juanalberto Miguel,Santos Pérez,/static/images/profile_images/Juanalberto_Mig_Santos_Perez_6745.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Ángel,Herrera Rodríguez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Antonio,De Jesús Díaz,/static/images/profile_images/Juan_Antonio_De_Jesus_Diaz_2246.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan B.,Padilla Cosme,/static/images/profile_images/Juan_B_Padilla_Cosme_7132.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan B.,Pérez Acevedo,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Carlos,Colón González,/static/images/profile_images/Juan_Carlos_Colon_Gonzalez_9136.jpg,M,TRUE,,,,14,representante,PPD,,,FALSE,TRUE,
Juan Carlos,Del Valle Figueroa,/static/images/profile_images/Juan_Carlos_Del_Valle_Figueroa_8198.jpg,M,TRUE,,,,39,representante,MVC,,,FALSE,TRUE,Juan C. Del Valle (El Enfermero)
Juan Carlos,Rodríguez Vega,,M,FALSE,,,,5,representante,PNP,,,FALSE,FALSE,
Juan Carlos (Tato),García Padilla,/static/images/profile_images/juan-carlos-(tato)-garcia-padilla.jpeg,M,TRUE,,Coamo,,,alcalde,PPD,,,FALSE,TRUE,Juan Carlos García Padilla
Juan E.,Nieves Ocasio,/static/images/profile_images/Juan_E_Nieves_Colon_9121.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Edgardo,Nieves Colón,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Ernesto,Gómez Rodríguez,/static/images/profile_images/Juan_Ernesto_Gomez_Rodriguez_8362.jpg,M,TRUE,,,,36,representante,PPD,,,FALSE,TRUE,Juan (Tito) Gómez
Juan G.,Colón Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Isabel,Plaza Medina,/static/images/profile_images/Juan_Isabel_Plaza_Medina_0491.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juanita,Rodríguez Cruz,,F,TRUE,,,,,,,,,FALSE,FALSE,
Juanita R.,Torres Peña,/static/images/profile_images/Juanita_R_Torres_Pena_7547.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Juan (Jahnnie),Figueroa Figueroa,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan José,Peraza Batista,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan José,Santiago Nieves,/static/images/profile_images/juan-jose-santiago-nieves.jpeg,M,TRUE,893,,,28,representante,PPD,,,FALSE,TRUE,
Juan José,Velázquez Villares,/static/images/profile_images/Juan_Jose_Velazquez_Villares_5767.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan José,Vélez Cruz,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Luis,Camacho Semidei,,M,FALSE,,,,ACUMULACION,representante,PPD,,,FALSE,FALSE,
Juan Luis,Montalvo Caraballo,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Luis,Rivera Rivera,/static/images/profile_images/Juan_Luis_Rivera_Rivera_8979.jpg,M,TRUE,,,,7,representante,PD,,,FALSE,TRUE,Juan (Johnny) Rivera
Juan Luis (Pochy),Rodríguez,,M,FALSE,,,,22,representante,PNP,,,FALSE,FALSE,
Juan M.,Aguayo Leal,,M,TRUE,,,,,,,,,FALSE,FALSE,
Juan Manuel,Dalmau Ramírez,/static/images/profile_images/Juan_Manuel_Dalmau_Ramirez_8321.jpg,M,TRUE,,,,,gobernador,PIP,,,FALSE,TRUE,Juan Dalmau
Juan Oscar,Morales Rodríguez,static/images/profile_images/juan-oscar-morales-rodriguez.jpeg,M,TRUE,,,1,,senador,PNP,,,FALSE,TRUE,Juan Oscar Morales
Juan Rafael,Rosario Ramos,/static/images/profile_images/Juan_Rafael_Rosario_Ramos_0051.jpg,M,TRUE,,Juana Díaz,,,alcalde,PIP,,,FALSE,TRUE,
Juan (Veguita),Vega,/static/images/profile_images/Juan_Eduardo_Vega_Quiñones_6090.jpg,M,TRUE,,,4,,senador,PPD,,,FALSE,TRUE,Juan Vega (Veguita)
Judith,Delgado Colón,/static/images/profile_images/Judith_Delgado_Colon_6896.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Julia M.,Nazario Fuentes,/static/images/profile_images/Julia_M_Nazario_Fuentes_0364.jpg,F,TRUE,,Loíza,,,alcalde,PPD,,,FALSE,TRUE,
Juliana Isabel,Ortíz Rodríguez,/static/images/profile_images/Juliana_Isabel_Ortiz_Rodriguez_2793.jpg,F,TRUE,,,,20,representante,PIP,,,FALSE,TRUE,Juliana I. Ortíz Rodríguez
Julian José,Crespo López,,M,TRUE,,Naranjito,,,alcalde,PPD,,,FALSE,TRUE,
Julia Rita,Rodríguez Sánchez,/static/images/profile_images/Julia_Rita_Rodriguez_Sanchez_9524.jpg,F,TRUE,,,4,,senador,PIP,,,FALSE,TRUE,
Julimar,Fuentes Mercado,,F,TRUE,,,,,,,,,FALSE,FALSE,
Julio,Alicea Vasallo,/static/images/profile_images/Julio_Alicea_Vasallo_2579.jpg,M,TRUE,,Cataño,,,alcalde,PNP,,,FALSE,TRUE,
Julio,Febo Febo,/static/images/profile_images/Julio_Febo_Febo_4435.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Julio,Maldonado Arroyo,,M,TRUE,,,,,,,,,FALSE,FALSE,
Julio,Muriente Pérez,/static/images/profile_images/julio-muriente-perez.jpeg,M,TRUE,,,,33,representante,MVC,,,FALSE,TRUE,Julio A. Muriente Pérez
Julio,Rodríguez Cabrera,/static/images/profile_images/Julio_Rodriguez_Cabrera_6021.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Julio,Roldán Concepción,/static/images/profile_images/Julio_Roldan_Concepcion_8869.jpg,M,TRUE,,Aguadilla,,,alcalde,PPD,,,FALSE,TRUE,
Julio Ángel,Santiago Correa,,M,FALSE,,Salinas,,,alcalde,PNP,,,FALSE,FALSE,
Julio C.,García González,/static/images/profile_images/Julio_C_Garcia_Gonzalez_0088.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Julio C.,López Santiago,/static/images/profile_images/Julio_Cesar_Lopez_Santiago_4821.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Julio César,Silvagnoli Collazo,,M,TRUE,,,,,,,,,FALSE,FALSE,
Julio Enrique,Román,,M,FALSE,,Caguas,,,alcalde,PNP,,,FALSE,FALSE,
Julio F. (Pipe),Abreu Sáez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Julio Luis,Arias Meléndez,/static/images/profile_images/Julio_Luis_Arias_Melendez_7629.jpg,M,TRUE,,Ceiba,,,alcalde,PPD,,,FALSE,TRUE,Julio (Kiny) Arias Meléndez
Julio Luis,Geigel Pérez,/static/images/profile_images/Julio_Luis_Geigel_Perez_8715.jpg,M,TRUE,,Humacao,,,alcalde,PNP,,,FALSE,TRUE,Julio Geigel Pérez 
Julio Luis,Rosa Ponce,/static/images/profile_images/Julio_Luis_Rosa_Ponce_5722.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Julio Samuel,Menéndez Román,/static/images/profile_images/Julio_Samuel_Menendez_Roman_8165.jpg,M,TRUE,,Luquillo,,,alcalde,PNP,,,FALSE,TRUE,
Julissa,Gerena Medina,/static/images/profile_images/Julissa_Gerena_Medina_5919.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Justiniano,Díaz Maldonado,/static/images/profile_images/Justiniano_Diaz_Maldonado_0966.jpg,M,TRUE,,,5,,senador,PIP,,,FALSE,TRUE,Justiniano Díaz
Justo,González Torres,/static/images/profile_images/Justo_Gonzalez_Torres_6418.jpg,M,TRUE,,Juana Díaz,,,alcalde,PNP,,,FALSE,TRUE,
Justo,Medina Esteves,/static/images/profile_images/Justo_Medina_Esteves_5497.jpg,M,TRUE,,San Sebastián,,,alcalde,PNP,,,FALSE,TRUE,
Justo Enrique,Echevarría Figueroa,/static/images/profile_images/Justo_Enrique_Echevarria_Figueroa_7869.jpg,M,TRUE,,,,30,representante,PIP,,,FALSE,TRUE,Justo Echevarría
Justo Luis,Torres Haddock,/static/images/profile_images/Justo_Luis_Torres_Haddock_2490.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Kabir Deby,Solares García,/static/images/profile_images/Kabir_Deby_Solares_Garcia_7212.jpg,M,TRUE,,Añasco,,,alcalde,PNP,,,FALSE,TRUE,
Karaliz,Bonilla Pérez,/static/images/profile_images/Karaliz_Bonilla_Perez_1373.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Karen Michelle,Román Rodríguez,/static/images/profile_images/Karen_Michelle_Roman_Rodriguez_4140.jpg,F,TRUE,,,4,,senador,PNP,,,FALSE,TRUE,
Karilyn,Bonilla Colón,/static/images/profile_images/karilyn-bonilla-colon.jpeg,F,TRUE,,Salinas,,,alcalde,PPD,,,FALSE,TRUE,
Karina,Nieves Serrano,/static/images/profile_images/Karina_Nieves_Serrano_8193.jpg,F,TRUE,,Aguas Buenas,,,alcalde,PNP,,,FALSE,TRUE,
Karla,Bracero,,F,FALSE,,Lajas,,,alcalde,PPD,,,FALSE,FALSE,
Kate Marie,Colón Serrano,/static/images/profile_images/Kate_Marie_Colon_Serrano_4950.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Katherine,Oliveras Burgos,/static/images/profile_images/Katherine_Oliveras_Burgos_6830.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Katherine,Tirado Flores,/static/images/profile_images/Katherine_Tirado_Flores_5169.jpg,F,TRUE,,,7,,senador,PD,,,FALSE,TRUE,
Katherine Quiom,Kortright Rivera,/static/images/profile_images/Katherine_Quiom_Kortright_Rivera_5562.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Kathia Michelle,Lugo Vélez,,F,TRUE,,,,,,,,,FALSE,FALSE,
Kathianie,Banchs Caraballo,,F,TRUE,,,,,,,,,FALSE,FALSE,
Kebin Andrés,Maldonado Martiz,/static/images/profile_images/Kebin_Andres_Maldonado_Martiz_9087.jpg,M,TRUE,885,,,20,representante,PPD,,,FALSE,FALSE,
Keishla Marie,Flores Pagán,,F,TRUE,,,,,,,,,FALSE,FALSE,
Kelvin Joel,Serrano Sáez,/static/images/profile_images/Kelvin_Joel_Serrano_Saez_7447.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Kemuel,Cruz Galarza,/static/images/profile_images/Kemuel_Cruz_Galarza_3731.jpg,M,TRUE,,Trujillo Alto,,,alcalde,PD,,,FALSE,TRUE,
Kenneth,Berríos Rodríguez,/static/images/profile_images/Kenneth_Berrios_Rodriguez_1033.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Kenneth,Sanabria Domenech,/static/images/profile_images/Kenneth_Rafael_Sanabria_Domenech_2861.jpg,M,TRUE,,,,17,representante,PPD,,,FALSE,FALSE,
Kenny,Rivera López,,M,TRUE,,,,,,,,,FALSE,FALSE,
Keren,Riquelme Cabrera,/static/images/profile_images/Keren_Limary_Riquelme_Cabrera_4526.jpg,F,TRUE,,,ACUMULACION,,senador,PNP,,,FALSE,TRUE,Keren Riquelme
Kevin,Pacheco,,M,FALSE,,,,19,representante,PPD,,,FALSE,FALSE,
Kevin C.,Cruz Chacón,/static/images/profile_images/Kevin_Christoph_Cruz_Chacon_6878.jpg,M,TRUE,,,,13,representante,PD,,,FALSE,TRUE,
Kevin Joel,Vázquez Vázquez,/static/images/profile_images/Kevin_Joel_Vazquez_Vazquez_1636.jpg,M,TRUE,,,,39,representante,PIP,,,FALSE,FALSE,
Kevin Omar,Morales Vázquez,/static/images/profile_images/Kevin_Omar_Morales_Vazquez_1890.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Keyla Enid,Torres Santos,,F,TRUE,,,,,,,,,FALSE,FALSE,
Kin Joan,López Meléndez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Lauce Enrique,Colón Pérez,/static/images/profile_images/Lauce_Enrique_Colon_Perez_2089.jpg,M,TRUE,,Arecibo,,,alcalde,MVC,,,FALSE,TRUE,Lauce Colón Pérez
Layrannisa,Román Fontánez,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lemuel Rafael,Sánchez De Jesús,/static/images/profile_images/Lemuel_Rafael_Sanchez_De_Jesus_9873.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Lenis,Rodríguez Amaro,,M,FALSE,,,,34,representante,PPD,,,FALSE,FALSE,
Leocadia,De La Cruz García,,F,TRUE,,,,,,,,,FALSE,FALSE,
Leonard,Vélez Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Leonardo,Alicea Quiles,,M,TRUE,,,,,,,,,FALSE,FALSE,
Leonardo,Vázquez Santiago,/static/images/profile_images/Leonardo_Vazquez_Santiago_2846.jpg,M,TRUE,,,,21,representante,PD,,,FALSE,TRUE,Leonardo (Leo) Vázquez Santiago
Leonardo Rafael,Guadarrama Reyes,/static/images/profile_images/Leonardo_Rafael_Guadarrama_Reyes_1748.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Leonel,Ortíz Reyes,/static/images/profile_images/Leonel_Ortiz_Reyes_9668.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Leonor,Velázquez Franceschi,/static/images/profile_images/Leonor_Velazquez_Franceschi_8299.jpg,F,TRUE,,,,19,representante,PIP,,,FALSE,TRUE,
Leopoldo,Vega Vázquez,/static/images/profile_images/Leopoldo_Vega_Vazquez_4116.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Lesbia,Méndez Figueroa,,F,TRUE,,,,,,,,,FALSE,FALSE,
Leyda,Cruz,/static/images/profile_images/Leyda_Eunice_Cruz_Berrios_3785.jpg,F,TRUE,,,ACUMULACION,,senador,PNP,,,FALSE,TRUE,
Liduvina,Feliciano Parrilla,/static/images/profile_images/Liduvina_Feliciano_Parrilla_1662.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lilibeth (Lilly),Rosas,/static/images/profile_images/Lilibeth_Rosas_Vargas_5284.jpg,F,TRUE,,,,19,representante,PPD,,,FALSE,TRUE,
Lilliam,Ojeda Adrian,/static/images/profile_images/Lilliam_Ojeda_Adrian_0961.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lilliam,Santiago Guevara,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lillian,Sandoz Perea,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lilliana,Landrón Sandín,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lilliana,Rivera Cintrón,/static/images/profile_images/Lilliana_Rivera_Cintron_2184.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lilly Bell,Olivo Rivera,/static/images/profile_images/Lilibell_Olivo_Rivera_8906.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lilybeth,Martínez Cosme,/static/images/profile_images/Lilybeth_Martinez_Cosme_1862.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Linda,Verges,,F,FALSE,,,6,,senador,PNP,,,FALSE,FALSE,
Linette M.,Rodríguez Benítez,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lisandra,Alvarado López,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lisandra,Mercado García,static/images/profile_images/lisandra-mercado-garcia.jpeg,F,TRUE,,Guaynabo,,,alcalde,PD,,,FALSE,TRUE,
Lisandro,Quiles Quiles,,M,TRUE,,Aibonito,,,alcalde,PD,,,FALSE,FALSE,
Lisandro (Saso),Morales Vázquez,,M,FALSE,,Cidra,,,alcalde,PNP,,,FALSE,FALSE,
Lisette,Serrano Rodríguez,/static/images/profile_images/Lissette_Serrano_Rodriguez_5405.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lisie Janet,Burgos Muñíz,/static/images/profile_images/Lisie_Janet_Burgos_Muñiz_3525.jpg,F,TRUE,909,,,ACUMULACION,representante,PD,,,FALSE,TRUE,
Lisnette,Burgos Santiago,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lissette,Rodríguez Mateo,/static/images/profile_images/Lissette_Rodriguez_Mateo_8829.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lissette,Rosario Guzmán,,F,TRUE,,,,,,,,,FALSE,FALSE,
Litzy,Alvarado Antonetty,/static/images/profile_images/Litzy_Alvarado_Antonetty_6802.jpg,F,TRUE,,Salinas,,,alcalde,PIP,,,FALSE,TRUE,
Liza E.,Montalvo Santiago,,F,TRUE,,,,,,,,,FALSE,FALSE,
Liza I.,Alfaro Mercado,/static/images/profile_images/liza-i.-alfaro-mercado.jpeg,F,TRUE,,,,16,representante,PNP,,,FALSE,TRUE,
Liz Sheila,Cruz Rivera,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lizzette,Quintana Quintana,/static/images/profile_images/Lizzette_Quintana_Quintana_4903.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lorna D.,Pérez Hernández,,F,TRUE,,,,,,,,,FALSE,FALSE,
Lornna,Soto Villanueva,/static/images/profile_images/Lornna_J_Soto_Villanueva_2210.jpg,F,TRUE,,Canóvanas,,,alcalde,PNP,,,FALSE,TRUE,Lornna Soto
Louis,Ramos Cordero,/static/images/profile_images/Louis_Ramos_Cordero_8877.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Lourdes,Ramos,static/images/profile_images/lourdes-ramos.jpeg,F,TRUE,915,,,ACUMULACION,representante,PNP,,,FALSE,TRUE,
Lourdes Del Pilar,Cruz Valentín,/static/images/profile_images/Lourdes_Cruz_Valentin_4437.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lourdes L.,Arce Jiménez,,F,TRUE,,,,,,,,,FALSE,FALSE,
Luanny,Benjamín Guishard,/static/images/profile_images/Luanny_Benjamin_Guishard_3691.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Lubriel,Vega Collazo,,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis,Agront Sánchez,/static/images/profile_images/Luis_Agront_Sanchez_8666.jpg,M,TRUE,,Aguada,,,alcalde,PIP,,,FALSE,TRUE,
Luis,Aponte López,/static/images/profile_images/Luis_Aponte_Lopez_6985.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis,Carrucini,,M,FALSE,,,,,,,,,FALSE,FALSE,
Luis,Carrucini Ortíz,,M,TRUE,,,7,,senador,PNP,,,FALSE,FALSE,
Luis,Del Río Morales,/static/images/profile_images/Luis_Enrique_Del_Rio_Morales_2489.jpg,M,TRUE,,Arecibo,,,alcalde,PD,,,FALSE,TRUE,Luis E. (Ricky) Del Río Morales
Luis,Dómenech Sepúlveda,/static/images/profile_images/Luis_Domenech_Sepulveda_4516.jpg,M,TRUE,,,7,,senador,PIP,,,FALSE,TRUE,
Luis,Guzmán,,M,FALSE,,Luquillo,,,alcalde,PNP,,,FALSE,FALSE,
Luis,Scharon Cruz,/static/images/profile_images/Luis_Angel_Scharon_Cruz_9328.jpg,M,TRUE,,Bayamón,,,alcalde,PD,,,FALSE,TRUE,
Luis,Vega González,/static/images/profile_images/Luis_Vega_Gonzalez_9211.jpg,M,TRUE,,San Germán,,,alcalde,PD,,,FALSE,TRUE,
Luis,Vélez Arroyo,/static/images/profile_images/Luis_Velez_8696.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Luisa,Lebrón Burgos,,F,TRUE,,,,,,,,,FALSE,FALSE,
Luis A.,Acevedo García,,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis A.,Colón Morales,,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis A.,Colón Toledo,/static/images/profile_images/Luis_A_Colon_Toledo_8318.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis A.,Crespo Figueroa,,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis A.,De Jesús Marrero,,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis A.,Echevarría Cofresí,/static/images/profile_images/Luis_A_Echevarria_Cofresi_2305.jpg,M,TRUE,,Guayanilla,,,alcalde,PIP,,,FALSE,TRUE,Luis Américo Echevarría Cofresí
Luis A.,Morales Montañez,/static/images/profile_images/Luis_A_Morales_Montañez_3409.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis A.,Rivera Torres,,M,TRUE,,,,,,,,,FALSE,FALSE,
Luis A.,Vega Nazario,,M,TRUE,,,,,,,,,FALSE,FALSE,
