first_name,last_name,picture,gender,active,microJurisId,2024_municipality,2024_senate_district,2024_representative_district,2024_politician_type,2024_party,2024_ballot,2024_commisions,2024_primary,2024_general,2024_display_name
Elizabeth,Torres Rodríguez,/static/images/profile_images/Elizabeth_Torres_Rodriguez_6439.jpg,F,TRUE,,,ACUMULACION,,senador,INDT,,,FALSE,TRUE,Elizabeth Torres
Elizabeth,Walker Salamán,,F,TRUE,,,,,,,,,FALSE,FALSE,
Elliot,Colón Blanco,/static/images/profile_images/Elliot_Javier_Colon_Blanco_5161.jpg,M,TRUE,,Barranquitas,,,alcalde,PNP,,,FALSE,TRUE,
Elliot M.,Cordero Hernández,/static/images/profile_images/Elliot_M_Cordero_Hernandez_0192.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Elliott,Carmona González,,M,TRUE,,,,,,,,,FALSE,FALSE,
Elmer,Román González,,M,FALSE,,,,,comisionado,PNP,,,FALSE,FALSE,
Elsa,Berríos López,/static/images/profile_images/Elsa_Berrios_Lopez_2338.jpg,F,TRUE,,,,28,representante,PIP,,,FALSE,TRUE,
Elsa I.,Avilés Rivera,/static/images/profile_images/Elsa_I_Aviles_Rivera_7503.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Elsa Iris,Vega Chaparro,/static/images/profile_images/Elsa_Iris_Vega_Chaparro_9341.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Elsa Nydia,López Figueroa,/static/images/profile_images/Elsa_Nydia_Lopez_Figueroa_2143.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Elsie,Alejandro Oyola,/static/images/profile_images/Elsie_Alejandro_Oyola_2964.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Elsie,Martínez Lugo,,F,TRUE,,,,,,,,,FALSE,FALSE,
Elsie María,González Acevedo,/static/images/profile_images/Elsie_Maria_Gonzalez_Acevedo_3678.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Elver,Feliciano Vélez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Elvin,Rivera Torres,/static/images/profile_images/Elvin_Rivera_Torres_1404.jpg,M,TRUE,,Barceloneta,,,alcalde,PIP,,,FALSE,TRUE,Elvin (El Chepa) Rivera
Elvin E,Negrón Rodríguez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Elvin Emanuel,Lugo Rodríguez,/static/images/profile_images/Elvin_Emanuel_Lugo_Rodriguez_7658.jpg,M,TRUE,,Peñuelas,,,alcalde,PIP,,,FALSE,TRUE,Elvin E. Lugo Rodríguez
Elvin Gil,Boneta Alcover,,M,TRUE,,,,,,,,,FALSE,FALSE,
Elvis Omar,Torres Alvarado,,M,TRUE,,,,,,,,,FALSE,FALSE,
Emileidy,García Sandoval,/static/images/profile_images/Emileidy_Garcia_Sandoval_4820.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Emilio,Carlo,/static/images/profile_images/Emilio_Carlo_Acosta_3099.jpg,M,TRUE,,,,20,representante,PNP,,,FALSE,TRUE,
Emilio,Quirindongo Fraticelli,,M,TRUE,,,,,,,,,FALSE,FALSE,
Emilio Antonio,Maymi Báez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Emir Tomás (Pepo),Mercado Martínez,/static/images/profile_images/Emir_Tomas_Mercado_Martinez_0389.jpg,M,TRUE,,Vieques,,,alcalde,PPD,,,FALSE,TRUE,Emir Tomás Mercado Martínez (Pepo)
Emma,Berríos Beauchamp,/static/images/profile_images/Emma_Berrios_Beauchamp_1603.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Emy,Soto,,F,FALSE,,,,17,representante,PPD,,,FALSE,FALSE,
Eneris,Gutiérrez Torres,,F,TRUE,,,,,,,,,FALSE,FALSE,
Enid,Monge Ortíz,/static/images/profile_images/Enid_Monge_Ortiz_0951.jpg,F,TRUE,,,8,,senador,PPD,,,FALSE,TRUE,
Enid Milagros,González Rivera,/static/images/profile_images/Enid_Milagros_Gonzalez_Rivera_5955.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Enid Yamill,Martínez Ramos,,F,TRUE,,,,,,,,,FALSE,FALSE,
Ensol Alexis,Rodríguez Torres,/static/images/profile_images/Ensol_Alexis_Rodriguez_Torres_0296.jpg,M,TRUE,,,,23,representante,PNP,,,TRUE,TRUE,Ensol Rodríguez Torres
Eric,Correa Rivera,/static/images/profile_images/Eric_Correa_Rivera_9203.jpg,M,TRUE,,Trujillo Alto,,,alcalde,PNP,,,FALSE,TRUE,
Eric,Martínez Martínez,/static/images/profile_images/Eric_Martinez_Martinez_9099.jpg,M,TRUE,,Manatí,,,alcalde,PIP,,,FALSE,TRUE,
Eric Armando,Rossner Marrero,/static/images/profile_images/Eric_Armando_Rossner_Marrero_2443.jpg,M,TRUE,,,,11,representante,MVC,,,FALSE,TRUE,Eric Rossner
Eric Enrique,Bachier Román,/static/images/profile_images/Eric_Enrique_Bachier_Roman_1300.jpg,M,TRUE,,Arroyo,,,alcalde,PPD,,,FALSE,TRUE,
Erick,Pérez Ortíz,/static/images/profile_images/Erick_Perez_Ortiz_8718.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Erick Gabriel,Valentín Méndez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Erick Joel,Vázquez González,/static/images/profile_images/Erick_Joel_Vazquez_Gonzalez_5720.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Eric Orlando,Cruz Lebrón,/static/images/profile_images/Eric_Orlando_Cruz_Lebron_0344.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Erik Yezzid,Rolon Suárez,/static/images/profile_images/Erik_Yezzid_Rolon_Suarez_4987.jpg,M,TRUE,,Dorado,,,alcalde,PNP,,,FALSE,TRUE,Erik Rolón
Ernesto,Robledo Arce,/static/images/profile_images/Ernesto_Robledo_Arce_0923.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ernesto Orlando,Cabrera Fuentes,/static/images/profile_images/Ernesto_Orlando_Cabrera_Fuentes_1943.jpg,M,TRUE,,Guaynabo,,,alcalde,PPD,,,FALSE,TRUE,Ernesto Cabrera Fuentes
Ernesto (Tito),Torres Arroyo,,M,TRUE,,,,,,,,,FALSE,FALSE,
Erving,Acevedo Delgado,/static/images/profile_images/Erving_Acevedo_Delgado_1970.jpg,M,TRUE,,Yauco,,,alcalde,PIP,,,FALSE,TRUE,Erving Acevedo
Er Yazzer,Morales Díaz,/static/images/profile_images/Er_Yazzer_Morales_Diaz_4931.jpg,M,TRUE,874,,,9,representante,PNP,,,FALSE,FALSE,
Esteban,Ramírez Del Valle,/static/images/profile_images/Esteban_Ramirez_Del_Valle_9645.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Esther,Soto,,F,FALSE,,,,16,representante,PPD,,,FALSE,FALSE,
Esther,Vélez Barreto,,F,FALSE,,,3,,senador,PPD,,,FALSE,FALSE,
Estrella,Martínez Soto,/static/images/profile_images/Estrella_Martinez_Soto_2582.jpg,F,TRUE,892,,,27,representante,PPD,,,FALSE,TRUE,
Eugenio,Vázquez Galarza,/static/images/profile_images/Eugenio_Vazquez_Galarza_4198.jpg,M,TRUE,,Maricao,,,alcalde,INDT,,,FALSE,TRUE,
Eusebio,Vega Cintrón,,M,TRUE,,,,,,,,,FALSE,FALSE,
Eva Leonor,Prado Rodríguez,/static/images/profile_images/eva-prado.jpeg,F,TRUE,,,,3,representante,MVC,,,FALSE,TRUE,Eva Prados Rodríguez
Evangeline,Matos,,F,TRUE,,,,,,,,,FALSE,FALSE,
Evelyn,Alicea González,,F,TRUE,,,,,,,,,FALSE,FALSE,
Evelyn,Aponte Vázquez,/static/images/profile_images/Evelyn_Aponte_Vazquez_1882.jpg,F,TRUE,,,,32,representante,PNP,,,FALSE,TRUE,
Evelyn,Díaz Suárez,/static/images/profile_images/Evelyn_Diaz_Suarez_3094.jpg,F,TRUE,,Arroyo,,,alcalde,PNP,,,FALSE,TRUE,
Evelyn,Feliciano Marcucci,,F,TRUE,,,,,,,,,FALSE,FALSE,
Evelyn,Rodríguez Delgado,/static/images/profile_images/Evelyn_Rodriguez_Delgado_7080.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Evelyn,Vázquez Nieves,/static/images/profile_images/Evelyn_Lissette_Vazquez_Nieves_8476.jpg,F,TRUE,,Mayagüez,,,alcalde,PNP,,,FALSE,TRUE,
Evelyn Magalis,Meléndez Marrero,/static/images/profile_images/Evelyn_M_Melendez_Marrero_2268.jpg,F,TRUE,,Vega Baja,,,alcalde,PNP,,,FALSE,TRUE,Evelyn (Maga) Meléndez
Evette,Mejías Rivera,/static/images/profile_images/Evette_Mejias_Rivera_7345.jpg,F,TRUE,,,,27,representante,PD,,,FALSE,TRUE,
Ezequiel,Berríos Reyes,/static/images/profile_images/Ezequiel_Berrios_Reyes_8263.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Fabián,Arce Vega,,M,TRUE,,,,,,,,,FALSE,FALSE,
Fabián,Arroyo Rodríguez,/static/images/profile_images/Fabian_Arroyo_7357.jpg,M,TRUE,,Lares,,,alcalde,PPD,,,FALSE,TRUE,Fabián (Faby) Arroyo Rodríguez
Fabián,Velázquez López,/static/images/profile_images/Fabian_Velazquez_Lopez_7835.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Fabián Eli,Torres Ruíz,/static/images/profile_images/Fabian_Eli_Torres_Ruiz_0372.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Fabián José,Vega Hernández,/static/images/profile_images/Fabian_Jose_Vega_Hernandez_6768.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Fabiola,Miranda Báez,/static/images/profile_images/Fabiola_Miranda_Baez_0749.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Fabiola Marie,Molina Santiago,,F,TRUE,,,,,,,,,FALSE,FALSE,
Fanny,Morales Pérez,,F,TRUE,,,,,,,,,FALSE,FALSE,
Felipe,Morales Nieves,/static/images/profile_images/Felipe_Morales_Nieves_1970.jpg,M,TRUE,,,,19,representante,PD,,,FALSE,TRUE,
Félix,Claudio,/static/images/profile_images/Felix_Claudio_8951.jpg,M,TRUE,,Florida,,,alcalde,PD,,,FALSE,TRUE,
Félix,González Mercado,/static/images/profile_images/Felix_Gonzalez_7628.jpg,M,TRUE,,Jayuya,,,alcalde,PIP,,,FALSE,TRUE,Félix (Felo) González Mercado
Félix,Guzmán Alejandro,,M,TRUE,,,,,,,,,FALSE,FALSE,
Félix,Lassalle Toro,,M,FALSE,,,4,,senador,PNP,,,FALSE,FALSE,
Félix A.,Méndez González,,M,TRUE,,,,,,,,,FALSE,FALSE,
Félix C.,Lara Alvarado,,M,TRUE,,,,,,,,,FALSE,FALSE,
Félix (El Policía),Pacheco,/static/images/profile_images/Felix_Emmanuel_Pacheco_Burgos_1121.jpg,M,TRUE,,,,9,representante,PNP,,,FALSE,TRUE,Félix Pacheco (El Policía)
Félix F.,Vargas Polanco,/static/images/profile_images/Felix_F_Vargas_Polanco_0801.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Félix Hiram,Ramírez Torres,/static/images/profile_images/Felix_Hiram_Ramirez_Torres_5487.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Félix Raúl,Santiago Rivera,/static/images/profile_images/Felix_Raul_Santiago_Rivera_1565.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Félix (Tony),Rosario Serrano,,M,TRUE,,,,,,,,,FALSE,FALSE,
Feliz J.,Ramos Ocasio,/static/images/profile_images/Felix_Jose_Ramos_Ocasio_7157.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Ferdinand,Pérez Rodríguez,/static/images/profile_images/Ferdinand_Perez_Rodriguez_5735.jpg,M,TRUE,,Maricao,,,alcalde,PD,,,FALSE,TRUE,
Fernando,Aponte Ramírez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Fernando,Babilonia Aguilar,/static/images/profile_images/Fernando_Babilonia_Aguilar_7448.jpg,M,TRUE,,,,15,representante,PIP,,,FALSE,TRUE,
Fernando,Padín Valle,,M,FALSE,,,4,,senador,PPD,,,FALSE,FALSE,
Fernando,Ríos Lebrón,,M,TRUE,,,,,,,,,FALSE,FALSE,
Fernando,Sanabria,/static/images/profile_images/Fernando_Sanabria_Colon_0278.jpg,M,TRUE,,,,30,representante,PNP,,,FALSE,TRUE,
Fernando,Vives Gual,/static/images/profile_images/Fernando_Vives_Gual_6460.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Fernando Andrés,Ruíz Vázquez,/static/images/profile_images/Fernando_Andres_Ruiz_Vazquez_7765.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Francis,Laracuente Ramos,,M,FALSE,,Mayagüez,,,alcalde,PNP,,,FALSE,FALSE,
Francisca María,Pomales Suárez,/static/images/profile_images/Francisca_Maria_Pomales_Suarez_1570.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Francisco,Bezares Torres,,M,TRUE,,,,,,,,,FALSE,FALSE,
Francisco,Cruz Burgos,,M,TRUE,,,,,,,,,FALSE,FALSE,
Francisco,Díaz Jaime,/static/images/profile_images/Francisco_Diaz_Jaime_2420.jpg,M,TRUE,,Humacao,,,alcalde,PIP,,,FALSE,FALSE,
Francisco,Quirós Orengo,/static/images/profile_images/Francisco_Quiros_Orengo_0938.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Francisco,Rivera Sánchez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Francisco,Ruíz Morales,/static/images/profile_images/Francisco_Ruiz_Morales_5616.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Francisco (Frank),Santiago Pérez,/static/images/profile_images/Francisco_Santiago_Perez_3234.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Francisco G,Aponte Hernández,,M,TRUE,,,,,,,,,FALSE,FALSE,
Francisco Javier,Rodríguez NapoLeóni,/static/images/profile_images/francisco-javier-rodriguez-napoleoni.jpeg,M,TRUE,,,5,,senador,PD,,,FALSE,TRUE,Francisco Javier Rodríguez Napoleoni
Francisco R.,Aponte Rivera,/static/images/profile_images/Francisco_R_Aponte_Rivera_1433.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Frank (Franco),Alicea Quiñones,,M,TRUE,,,,,,,,,FALSE,FALSE,
Frankie,Guerra Morales,/static/images/profile_images/Frankie_Guerra_Morales_6031.jpg,M,TRUE,,,8,,senador,PPD,,,FALSE,TRUE,
Freddie J.,Sánchez Rivera,/static/images/profile_images/Freddy_Sanchez_Rivera_8177.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Fremiot,Santos Rosado,,M,TRUE,,,,,,,,,FALSE,FALSE,
Freyda V.,Miranda Ríos,,F,TRUE,,,,,,,,,FALSE,FALSE,
Gabir Ginott,Gómez Rada,/static/images/profile_images/Gabir_Ginott_Gomez_Rada_9215.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Gabriel,Casal Nazario,/static/images/profile_images/Gabriel_Casal_Nazario_3229.jpg,M,TRUE,,,,5,representante,PIP,,,FALSE,TRUE,
Gabriel,López Arrieta,/static/images/profile_images/Gabriel_Jesus_Lopez_Arrieta_1740.jpg,M,TRUE,,,,ACUMULACION,representante,PPD,,,FALSE,TRUE,
Gabriel,Pérez Pérez,/static/images/profile_images/Gabriel_Adolfo_Perez_Perez_9371.jpg,M,TRUE,,,1,,senador,PPD,,,FALSE,TRUE,
Gabriela María,Alonso Ribas,,F,TRUE,,,,,,,,,FALSE,FALSE,
Gabriela Tairis,Vargas Quiñones,,F,TRUE,,,,,,,,,FALSE,FALSE,
Gabriel F.,Rodríguez Aguiló,/static/images/profile_images/Gabriel_F_Rodriguez_Aguilo_4053.jpg,M,TRUE,878,,,ACUMULACION,representante,PNP,,,FALSE,TRUE,Gabriel Rodríguez Aguiló
Gabriel (Gabi),Cuevas Serrano,,M,TRUE,,,,,,,,,FALSE,FALSE,
Gabriel (Gaby),González,/static/images/profile_images/Hector_Gabriel_Gonzalez_Lopez_0874.jpg,M,TRUE,,,3,,senador,PNP,,,FALSE,TRUE,
Gabriel (Gaby),Hernández Rodríguez,/static/images/profile_images/Gabriel_Hernandez_7690.jpg,M,TRUE,,Camuy,,,alcalde,PNP,,,FALSE,TRUE,
Gabriel José,Vicens Rivera,/static/images/profile_images/Gabriel_Jose_Vicens_Rivera_6864.jpg,M,TRUE,,,,9,representante,MVC,,,FALSE,TRUE,Gabriel Vicéns Rivera
Gamaliel,Cardona Santana,,M,TRUE,,,,,,,,,FALSE,FALSE,
Gamariel,Ortíz Barreto,,M,TRUE,,Moca,,,alcalde,MVC,,,FALSE,FALSE,
Genoveva,Torres Arroyo,,F,TRUE,,,,,,,,,FALSE,FALSE,
George,Mendoza Roque,/static/images/profile_images/George_Michael_Mendoza_Roque_3639.jpg,M,TRUE,,,,32,representante,PD,,,FALSE,TRUE,
Geovanni,Pérez Pérez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Geraldo Manuel,Acosta Hernández,/static/images/profile_images/geraldo-manuel-acosta-hernandez.jpeg,M,TRUE,,San Germán,,,alcalde,MVC,,,FALSE,TRUE,Geraldo Manuel Acosta Hernández (Jerry)
Geraline M.,García Pietri,,F,TRUE,,,,,,,,,FALSE,FALSE,
Gerardo,Cruz López,/static/images/profile_images/Gerardo_Cruz_Lopez_4865.jpg,M,TRUE,,,,25,representante,PIP,,,FALSE,TRUE,
Gerardo,Zayas Martínez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Gerhil,Medina Báez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Germán Gadiel,González Bermúdez,/static/images/profile_images/German_Gadiel_Gonzalez_Bermudez_7155.jpg,M,TRUE,,Comerío,,,alcalde,PIP,,,FALSE,TRUE,
Gilberto,Pérez Valentín,/static/images/profile_images/Gilberto_Perez_Valentin_5421.jpg,M,TRUE,,Maricao,,,alcalde,PNP,,,FALSE,TRUE,
Gilberto,Rodríguez Velázquez,/static/images/profile_images/Gilberto_Rodriguez_Velazquez_5814.jpg,M,TRUE,,,,40,representante,PD,,,FALSE,TRUE,
Gilberto L.,Rodríguez Padilla,,M,TRUE,,,,,,,,,FALSE,FALSE,
Gilda,Pimentel Porfil,/static/images/profile_images/Gilda_Pimentel_Porfil_3242.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Giovanni,Montañez Quiñones,,M,TRUE,,,,,,,,,FALSE,FALSE,
Gladys A.,Peña Ríos,/static/images/profile_images/Gladys_Esther_Flecha_Delgado_0167.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Gladys E.,Flecha Delgado,/static/images/profile_images/Gladys_M_Ortiz_Ocasio_1407.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Gladys Myrna,Conty Hernández,/static/images/profile_images/gladys-myrna-conty-hernandez.jpeg,F,FALSE,,Guaynabo,,,alcalde,MVC,,,FALSE,TRUE,Myrna Conty 
Glenda,Alvarado Pagán,/static/images/profile_images/Glenda_Alvarado_Pagan_6865.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Gloria C.,Pérez Reyes,,F,TRUE,,,,,,,,,FALSE,FALSE,
Gloria I.,Escudero Morales,,F,TRUE,,,,,,,,,FALSE,FALSE,
Glorimar,Falconi Arroyo,/static/images/profile_images/Glorimar_Falconi_Arroyo_1542.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Glorimari,Jaime,/static/images/profile_images/Glorimari_Jaime_Rodriguez_4829.jpg,F,TRUE,,Guayama,,,alcalde,PNP,,,FALSE,TRUE,
Gloryvee,Berenguer García,/static/images/profile_images/Gloryvee_Berenguer_Garcia_7925.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Gregorio,Matías Rosario,/static/images/profile_images/Gregorio_B_Matias_Rosario_0676.jpg,M,TRUE,854,,ACUMULACION,,senador,PNP,,,FALSE,TRUE,
Gregorio (Goyo),Dávila Oliveras,/static/images/profile_images/Gregorio_Davila_Oliveras_5910.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Gregory,Gonsález Souchet,/static/images/profile_images/Gregory_Gonzalez_Souchet_3838.jpg,M,TRUE,,Peñuelas,,,alcalde,PPD,,,FALSE,TRUE,
Gretchen Marie,Hau Irizarry,/static/images/profile_images/Gretchen_Marie_Hau_4079.jpg,F,TRUE,862,,,29,representante,PPD,,,FALSE,TRUE,Gretchen Hau
Gricel,Montalvo Montalvo,,F,TRUE,,,,,,,,,FALSE,FALSE,
Grisela,Arzuaga Bruceles,/static/images/profile_images/Grisela_Arzuaga_Bruceles_5439.jpg,F,TRUE,,,,,,,,,FALSE,FALSE,
Griselle,Bermúdez García,,F,TRUE,,,,,,,,,FALSE,FALSE,
Guadalupe,Rivera Oquendo,,F,TRUE,,,,,,,,,FALSE,FALSE,
Guarionex,Padilla Marty,/static/images/profile_images/Guarionex_Padilla_Marty_3157.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Guillermo,Irizarry Rodríguez,,M,FALSE,,,6,,senador,PNP,,,FALSE,FALSE,
Guillermo,Rosario,/static/images/profile_images/Guillermo_Rosario_4211.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Guillermo,Urbina Machuca,,M,TRUE,,,,,,,,,FALSE,FALSE,
Guillermo J.,Villafañe Riera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Guillerno N.,Morales Rivera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Gumersindo,Roldán Dones,/static/images/profile_images/Gumercindo_Roldan_Dones_6015.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Harry,González González,,M,TRUE,,,,,,,,,FALSE,FALSE,
Harry,Ocasio (Picalo Gallo),/static/images/profile_images/Harry_Ocasio_Henriquez_3085.jpg,M,TRUE,,Naguabo,,,alcalde,PNP,,,FALSE,TRUE,
Harry,Torres Colón,,M,TRUE,,,,,,,,,FALSE,FALSE,
Haydee,Irizarry Santana,,F,TRUE,,,,,,,,,FALSE,FALSE,
Héctor,Dávila Rodríguez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor,de Jesús,static/images/profile_images/hector-de-jesus.jpeg,M,TRUE,,Cayey,,,alcalde,PNP,,,FALSE,TRUE,
Héctor,Ferrer,/static/images/profile_images/Hector_Enrique_Ferrer_Santiago_0904.jpg,M,TRUE,906,,,ACUMULACION,representante,PPD,,,FALSE,TRUE,
Héctor,López Cardona,/static/images/profile_images/Hector_Lopez_Cardona_2271.jpg,M,TRUE,,,,18,representante,PD,,,FALSE,TRUE,
Héctor,Mulero Vázquez,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor,Nieves Vera,,M,FALSE,,,,15,representante,PPD,,,FALSE,FALSE,
Héctor,Rivera Cordero,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor,Rodríguez Delgado,/static/images/profile_images/Hector_Rodriguez_Delgado_2860.jpg,M,TRUE,,Gurabo,,,alcalde,PIP,,,FALSE,TRUE,
Héctor,Rodríguez Rodríguez,,M,FALSE,,Guayanilla,,,alcalde,PNP,,,FALSE,FALSE,
Héctor,Rosa Ramírez,/static/images/profile_images/Hector_Rosa_Ramirez_9611.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor,Rosario Molina,static/images/profile_images/hector-rosario-molina.jpeg,M,TRUE,,Villalba,,,alcalde,MVC,,,FALSE,TRUE,
Héctor,Santiago,/static/images/profile_images/Hector_Luis_Santiago_Torres_8739.jpg,M,TRUE,,,6,,senador,PPD,,,FALSE,TRUE,
Héctor,Torres Calderón,,M,FALSE,,,3,,senador,PNP,,,FALSE,FALSE,
Héctor,Vélez De Jesús,,M,TRUE,,,,,,,,,FALSE,FALSE,
Hector A,Machado Sotomayor,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor A.,Pérez Torres,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor Andrés,Santiago Ramos,/static/images/profile_images/Hector_Andres_Santiago_Ramos_9364.jpg,M,TRUE,,,,37,representante,PD,,,FALSE,TRUE,
Héctor Elias,Sepúlveda Ramos,/static/images/profile_images/Hector_Elias_Sepulveda_Ramos_4423.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor Hernan,Hernández Vera,,M,FALSE,,,,24,representante,INDT,,,FALSE,FALSE,
Héctor Hiram,Santaella Buitrago,/static/images/profile_images/Hector_Hiram_Santaella_Buitrago_9724.jpg,M,TRUE,,,,17,representante,PIP,,,FALSE,TRUE,Héctor H. (Playuela) Santaella Buitrago
Hector Homi,Martínez Rosado,/static/images/profile_images/Hector_Homi_Martinez_0766.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Hector J.,López Salgado,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor Joaquin,Sánchez Álvarez,/static/images/profile_images/Hector_Joaquin_Sanchez_Alvarez_2111.jpg,M,TRUE,,,8,,senador,PNP,,,FALSE,TRUE,
Hector José,Cotto Lebrón,/static/images/profile_images/Hector_Jose_Cotto_Lebron_8937.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor (Jun),Collazo,/static/images/profile_images/Hector_Jesus_Collazo_Ayala_2288.jpg,M,TRUE,,Toa Alta,,,alcalde,PNP,,,FALSE,TRUE,
Hector Luis,Rojas Cuevas,/static/images/profile_images/Hector_Luis_Rojas_Cuevas_2801.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Hector Luis,Sánchez Haddock,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor Luis,Rosario Rivera,/static/images/profile_images/Hector_Luis_Rosario_Rivera_8504.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor Luis,Zambrana Santos,static/images/profile_images/hector-luis-zambrana-santos.jpeg,M,TRUE,,Vega Alta,,,alcalde,PD,,,FALSE,TRUE,
Héctor Luis (Tito),Camacho Rosado,,M,FALSE,,,,22,representante,PNP,,,FALSE,FALSE,
Héctor M.,Montañez Ramos,,M,TRUE,,,,,,,,,FALSE,FALSE,
Hector Manuel,Aponte Hernández,/static/images/profile_images/Hector_Manuel_Aponte_Hernandez_0596.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Hector Manuel,Sepúlveda Sanabria,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor Manuel,Rivera Viera,/static/images/profile_images/Hector_Manuel_Rivera_Viera_2481.jpg,M,TRUE,,Aguadilla,,,alcalde,PIP,,,FALSE,TRUE,Héctor (Cano) Rivera Viera
Héctor R.,Caro Noriega,,M,TRUE,,,,,,,,,FALSE,FALSE,
Héctor Rafael,Cartagena Rivera,,M,FALSE,,,6,,senador,PPD,,,FALSE,FALSE,
Heriberto,López González,/static/images/profile_images/Heriberto_Lopez_Gonzalez_3477.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Heriberto,Vélez Vélez,/static/images/profile_images/Heriberto_Velez_Velez_6318.jpg,M,TRUE,,Quebradillas,,,alcalde,PPD,,,FALSE,TRUE,
Heriberto José,Vargas Zapata,,M,FALSE,,Cabo Rojo,,,alcalde,PPD,,,FALSE,FALSE,
Herie Antonio,Soto López,/static/images/profile_images/Heri_Antonio_Soto_Lopez_1787.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Herminio,Soto Cabrera,,M,TRUE,,,,,,,,,FALSE,FALSE,
Hilda,Gerena Casillas,,F,TRUE,,,,,,,,,FALSE,FALSE,
Hilda,Santana García,,F,TRUE,,,,,,,,,FALSE,FALSE,
Hilda M.,Orengo Soler,,F,TRUE,,,,,,,,,FALSE,FALSE,
Hipólito,Oliveras Martínez,/static/images/profile_images/Hipolito_Oliveras_Martinez_6902.jpg,M,TRUE,,,,,,,,,FALSE,FALSE,
Hiram,Rivera Encarnación,,M,FALSE,,,,38,representante,PPD,,,FALSE,FALSE,
