Full Name,Precinct,Order
Ramón Rodríguez Ramos,052,1
Ramón Torres,052,1
Thomas Rivera Schatz,052,1
José Antonio Vargas Vidot,052,1
Lisie Janet Burgos Muñíz,052,1
Luis Raúl Torres Cruz,052,1
María de Lourdes Santiago Negrón,052,1
Denis Márquez Lebrón,053,1
Joanne Marie Rodríguez Veve,053,1
Francisco Javier Rodríguez NapoLeóni,053,1
Jamie Barlucea,053,1
José A. (Josian) Santiago,053,1
José Aponte Hernández,053,1
Justiniano Díaz Maldonado,053,1
Leyda Cruz,053,1
Marially González Huertas,053,1
Ramón Rodríguez Ramos,053,1
Swanny Enit Vargas Laureano,053,1
José Antonio Vargas Vidot,053,1
Lisie Janet Burgos Muñíz,053,1
Luis Raúl Torres Cruz,053,1
María de Lourdes Santiago Negrón,053,1
Denis Márquez Lebrón,054,1
Joanne Marie Rodríguez Veve,054,1
Ángel Toledo López,054,1
Francisco Javier Rodríguez NapoLeóni,054,1
Gabriel F. Rodríguez Aguiló,054,1
Jacqueline (Jackie) Rodríguez,054,1
José Luis Dalmau Santiago,054,1
Justiniano Díaz Maldonado,054,1
Marially González Huertas,054,1
Ramón Rodríguez Ramos,054,1
Ramón Torres,054,1
José Antonio Vargas Vidot,054,1
Lisie Janet Burgos Muñíz,054,1
Luis Raúl Torres Cruz,054,1
María de Lourdes Santiago Negrón,054,1
Denis Márquez Lebrón,055,1
Joanne Marie Rodríguez Veve,055,1
Francisco Javier Rodríguez NapoLeóni,055,1
Jacqueline (Jackie) Rodríguez,055,1
José Aponte Hernández,055,1
José Luis Dalmau Santiago,055,1
Justiniano Díaz Maldonado,055,1
Leyda Cruz,055,1
Marially González Huertas,055,1
Ramón Rodríguez Ramos,055,1
Ramón Torres,055,1
José Antonio Vargas Vidot,055,1
Lisie Janet Burgos Muñíz,055,1
Luis Raúl Torres Cruz,055,1
María de Lourdes Santiago Negrón,055,1
Denis Márquez Lebrón,056,1
Joanne Marie Rodríguez Veve,056,1
Ada Álvarez Conde,056,1
Francisco Javier Rodríguez NapoLeóni,056,1
Héctor Ferrer,056,1
Jacqueline (Jackie) Rodríguez,056,1
José (Pichy) Torres Zamora,056,1
Justiniano Díaz Maldonado,056,1
Marially González Huertas,056,1
Ramón Rodríguez Ramos,056,1
Roxanna I. Soto Aguilú (Abogada Motorizada),056,1
José Antonio Vargas Vidot,056,1
Lisie Janet Burgos Muñíz,056,1
Luis Raúl Torres Cruz,056,1
María de Lourdes Santiago Negrón,056,1
Denis Márquez Lebrón,057,1
Joanne Marie Rodríguez Veve,057,1
Ada Álvarez Conde,057,1
Francisco Javier Rodríguez NapoLeóni,057,1
Héctor Ferrer,057,1
José Antonio Vargas Vidot,057,1
Jamie Barlucea,057,1
José (Pichy) Torres Zamora,057,1
Justiniano Díaz Maldonado,057,1
Marially González Huertas,057,1
Ramón Rodríguez Ramos,057,1
Roxanna I. Soto Aguilú (Abogada Motorizada),057,1
Lisie Janet Burgos Muñíz,057,1
Luis Raúl Torres Cruz,057,1
María de Lourdes Santiago Negrón,057,1
Denis Márquez Lebrón,058,1
Joanne Marie Rodríguez Veve,058,1
José Antonio Vargas Vidot,058,1
Francisco Javier Rodríguez NapoLeóni,058,1
Jamie Barlucea,058,1
José (Pichy) Torres Zamora,058,1
José A. (Josian) Santiago,058,1
Justiniano Díaz Maldonado,058,1
Marially González Huertas,058,1
Ramón Rodríguez Ramos,058,1
Roxanna I. Soto Aguilú (Abogada Motorizada),058,1
Swanny Enit Vargas Laureano,058,1
Lisie Janet Burgos Muñíz,058,1
Luis Raúl Torres Cruz,058,1
María de Lourdes Santiago Negrón,058,1
Denis Márquez Lebrón,059,1
Joanne Marie Rodríguez Veve,059,1
José Antonio Vargas Vidot,059,1
Francisco Javier Rodríguez NapoLeóni,059,1
Jacqueline (Jackie) Rodríguez,059,1
José A. (Josian) Santiago,059,1
Justiniano Díaz Maldonado,059,1
Lourdes Ramos,059,1
Marially González Huertas,059,1
Ramón Rodríguez Ramos,059,1
Swanny Enit Vargas Laureano,059,1
Thomas Rivera Schatz,059,1
Lisie Janet Burgos Muñíz,059,1
Luis Raúl Torres Cruz,059,1
María de Lourdes Santiago Negrón,059,1
Denis Márquez Lebrón,060,1
Joanne Marie Rodríguez Veve,060,1
José Antonio Vargas Vidot,060,1
Francisco Javier Rodríguez NapoLeóni,060,1
Jamie Barlucea,060,1
José (Pichy) Torres Zamora,060,1
José Luis Dalmau Santiago,060,1
Justiniano Díaz Maldonado,060,1
Marially González Huertas,060,1
Ramón Rodríguez Ramos,060,1
Roxanna I. Soto Aguilú (Abogada Motorizada),060,1
Lisie Janet Burgos Muñíz,060,1
Luis Raúl Torres Cruz,060,1
María de Lourdes Santiago Negrón,060,1
Denis Márquez Lebrón,061,1
Joanne Marie Rodríguez Veve,061,1
José Antonio Vargas Vidot,061,1
Ada Álvarez Conde,061,1
Francisco Javier Rodríguez NapoLeóni,061,1
Héctor Ferrer,061,1
Jacqueline (Jackie) Rodríguez,061,1
José Aponte Hernández,061,1
Justiniano Díaz Maldonado,061,1
Leyda Cruz,061,1
Marially González Huertas,061,1
Ramón Rodríguez Ramos,061,1
Lisie Janet Burgos Muñíz,061,1
Luis Raúl Torres Cruz,061,1
María de Lourdes Santiago Negrón,061,1
Denis Márquez Lebrón,062,1
Joanne Marie Rodríguez Veve,062,1
José Antonio Vargas Vidot,062,1
Francisco Javier Rodríguez NapoLeóni,062,1
Gabriel López Arrieta,062,1
Gregorio Matías Rosario,062,1
Jamie Barlucea,062,1
José (Che) Pérez,062,1
Justiniano Díaz Maldonado,062,1
Luis Javier (Javy) Hernández,062,1
Marially González Huertas,062,1
Ramón Rodríguez Ramos,062,1
Lisie Janet Burgos Muñíz,062,1
Luis Raúl Torres Cruz,062,1
María de Lourdes Santiago Negrón,062,1
Denis Márquez Lebrón,063,1
Joanne Marie Rodríguez Veve,063,1
José Antonio Vargas Vidot,063,1
Ada Álvarez Conde,063,1
Francisco Javier Rodríguez NapoLeóni,063,1
Héctor Ferrer,063,1
Jamie Barlucea,063,1
Justiniano Díaz Maldonado,063,1
Keren Riquelme Cabrera,063,1
Marially González Huertas,063,1
Ramón Rodríguez Ramos,063,1
Tatiana Pérez Ramírez,063,1
Lisie Janet Burgos Muñíz,063,1
Luis Raúl Torres Cruz,063,1
María de Lourdes Santiago Negrón,063,1
Denis Márquez Lebrón,064,1
Joanne Marie Rodríguez Veve,064,1
José Antonio Vargas Vidot,064,1
Ada Álvarez Conde,064,1
Albert Torres Berríos,064,1
Héctor Ferrer,064,1
Javier Fermin Concepción Vázquez,064,1
Keren Riquelme Cabrera,064,1
Mariela Martínez Vera,064,1
Tatiana Pérez Ramírez,064,1
Víctor Andrés Alvarado Guzmán,064,1
Wilmer Reyes Berríos,064,1
Lisie Janet Burgos Muñíz,064,1
Luis Raúl Torres Cruz,064,1
María de Lourdes Santiago Negrón,064,1
Denis Márquez Lebrón,065,1
Joanne Marie Rodríguez Veve,065,1
José Antonio Vargas Vidot,065,1
Ada Álvarez Conde,065,4
Albert Torres Berríos,065,1
Gabriel López Arrieta,065,1
Javier Fermin Concepción Vázquez,065,1
José Aponte Hernández,065,1
Leyda Cruz,065,1
Luis Javier (Javy) Hernández,065,1
Mariela Martínez Vera,065,1
Rafael (Rafy) Santos Ortíz,065,1
Víctor Andrés Alvarado Guzmán,065,1
Lisie Janet Burgos Muñíz,065,1
Luis Raúl Torres Cruz,065,1
María de Lourdes Santiago Negrón,065,1
Denis Márquez Lebrón,066,1
Joanne Marie Rodríguez Veve,066,1
José Antonio Vargas Vidot,066,1
Albert Torres Berríos,066,1
Gabriel López Arrieta,066,1
Javier Fermin Concepción Vázquez,066,1
Lourdes Ramos,066,1
Luis Javier (Javy) Hernández,066,1
Mariela Martínez Vera,066,1
Rafael (Rafy) Santos Ortíz,066,1
Thomas Rivera Schatz,066,1
Víctor Andrés Alvarado Guzmán,066,1
Lisie Janet Burgos Muñíz,066,1
Luis Raúl Torres Cruz,066,1
María de Lourdes Santiago Negrón,066,1
Denis Márquez Lebrón,067,1
Joanne Marie Rodríguez Veve,067,1
José Antonio Vargas Vidot,067,1
Albert Torres Berríos,067,1
Javier Fermin Concepción Vázquez,067,1
José Luis Dalmau Santiago,067,1
Keren Riquelme Cabrera,067,1
Mariela Martínez Vera,067,1
Rafael (Rafy) Santos Ortíz,067,1
Ramón Torres,067,1
Tatiana Pérez Ramírez,067,1
Víctor Andrés Alvarado Guzmán,067,1
Lisie Janet Burgos Muñíz,067,1
Luis Raúl Torres Cruz,067,1
María de Lourdes Santiago Negrón,067,1
Denis Márquez Lebrón,068,1
Joanne Marie Rodríguez Veve,068,1
José Antonio Vargas Vidot,068,1
Albert Torres Berríos,068,1
Gabriel López Arrieta,068,1
Javier Fermin Concepción Vázquez,068,1
José Aponte Hernández,068,1
Leyda Cruz,068,1
Luis Javier (Javy) Hernández,068,1
Mariela Martínez Vera,068,1
Rafael (Rafy) Santos Ortíz,068,1
Víctor Andrés Alvarado Guzmán,068,1
Lisie Janet Burgos Muñíz,068,1
Luis Raúl Torres Cruz,068,1
María de Lourdes Santiago Negrón,068,1
Denis Márquez Lebrón,069,1
Joanne Marie Rodríguez Veve,069,1
José Antonio Vargas Vidot,069,1
Albert Torres Berríos,069,1
Javier Fermin Concepción Vázquez,069,1
José Luis Dalmau Santiago,069,1
Keren Riquelme Cabrera,069,1
Mariela Martínez Vera,069,1
Ramón Torres,069,1
Tatiana Pérez Ramírez,069,1
Víctor Andrés Alvarado Guzmán,069,1
Wilmer Reyes Berríos,069,1
Lisie Janet Burgos Muñíz,069,1
Luis Raúl Torres Cruz,069,1
María de Lourdes Santiago Negrón,069,1
Denis Márquez Lebrón,070,1
Joanne Marie Rodríguez Veve,070,1
José Antonio Vargas Vidot,070,1
Ada Álvarez Conde,070,1
Albert Torres Berríos,070,1
Ángel Toledo López,070,1
Gabriel F. Rodríguez Aguiló,070,1
Héctor Ferrer,070,1
Javier Fermin Concepción Vázquez,070,1
Mariela Martínez Vera,070,1
Víctor Andrés Alvarado Guzmán,070,1
Wilmer Reyes Berríos,070,1
Lisie Janet Burgos Muñíz,070,1
Luis Raúl Torres Cruz,070,1
María de Lourdes Santiago Negrón,070,1
Denis Márquez Lebrón,071,1
Joanne Marie Rodríguez Veve,071,1
José Antonio Vargas Vidot,071,1
Ada Álvarez Conde,071,1
Albert Torres Berríos,071,1
Ángel Toledo López,071,1
Gabriel F. Rodríguez Aguiló,071,1
Héctor Ferrer,071,1
Javier Fermin Concepción Vázquez,071,1
Mariela Martínez Vera,071,1
Rafael (Rafy) Santos Ortíz,071,1
Víctor Andrés Alvarado Guzmán,071,1
Lisie Janet Burgos Muñíz,071,1
Luis Raúl Torres Cruz,071,1
María de Lourdes Santiago Negrón,071,1
Denis Márquez Lebrón,072,1
Joanne Marie Rodríguez Veve,072,1
José Antonio Vargas Vidot,072,1
Albert Torres Berríos,072,1
Javier Fermin Concepción Vázquez,072,1
José (Pichy) Torres Zamora,072,1
José A. (Josian) Santiago,072,1
Mariela Martínez Vera,072,1
Roxanna I. Soto Aguilú (Abogada Motorizada),072,1
Swanny Enit Vargas Laureano,072,1
Víctor Andrés Alvarado Guzmán,072,1
Wilmer Reyes Berríos,072,1
Lisie Janet Burgos Muñíz,072,1
Luis Raúl Torres Cruz,072,1
María de Lourdes Santiago Negrón,072,1
Denis Márquez Lebrón,073,1
Joanne Marie Rodríguez Veve,073,1
José Antonio Vargas Vidot,073,1
Ada Álvarez Conde,073,1
Albert Torres Berríos,073,1
Héctor Ferrer,073,1
Javier Fermin Concepción Vázquez,073,1
José (Pichy) Torres Zamora,073,1
Mariela Martínez Vera,073,1
Roxanna I. Soto Aguilú (Abogada Motorizada),073,1
Víctor Andrés Alvarado Guzmán,073,1
Wilmer Reyes Berríos,073,1
Lisie Janet Burgos Muñíz,073,1
Luis Raúl Torres Cruz,073,1
María de Lourdes Santiago Negrón,073,1
Denis Márquez Lebrón,074,1
Joanne Marie Rodríguez Veve,074,1
José Antonio Vargas Vidot,074,1
Albert Torres Berríos,074,1
Lisie Janet Burgos Muñíz,074,1
Javier Fermin Concepción Vázquez,074,1
José (Pichy) Torres Zamora,074,1
José A. (Josian) Santiago,074,1
Mariela Martínez Vera,074,1
Roxanna I. Soto Aguilú (Abogada Motorizada),074,1
Swanny Enit Vargas Laureano,074,1
Víctor Andrés Alvarado Guzmán,074,1
Wilmer Reyes Berríos,074,1
Luis Raúl Torres Cruz,074,1
María de Lourdes Santiago Negrón,074,1
Denis Márquez Lebrón,075,1
Joanne Marie Rodríguez Veve,075,1
José Antonio Vargas Vidot,075,1
Lisie Janet Burgos Muñíz,075,1
Albert Torres Berríos,075,1
Gabriel López Arrieta,075,1
Javier Fermin Concepción Vázquez,075,1
José Aponte Hernández,075,1
Leyda Cruz,075,1
Luis Javier (Javy) Hernández,075,1
Mariela Martínez Vera,075,1
Víctor Andrés Alvarado Guzmán,075,1
Wilmer Reyes Berríos,075,1
Luis Raúl Torres Cruz,075,1
María de Lourdes Santiago Negrón,075,1
Denis Márquez Lebrón,076,1
Joanne Marie Rodríguez Veve,076,1
José Antonio Vargas Vidot,076,1
Lisie Janet Burgos Muñíz,076,1
Albert Torres Berríos,076,1
Gregorio Matías Rosario,076,1
Javier Fermin Concepción Vázquez,076,1
José (Che) Pérez,076,1
José A. (Josian) Santiago,076,1
Mariela Martínez Vera,076,1
Rafael (Rafy) Santos Ortíz,076,1
Swanny Enit Vargas Laureano,076,1
Víctor Andrés Alvarado Guzmán,076,1
Luis Raúl Torres Cruz,076,1
María de Lourdes Santiago Negrón,076,1
Denis Márquez Lebrón,077,1
Joanne Marie Rodríguez Veve,077,1
José Antonio Vargas Vidot,077,1
Lisie Janet Burgos Muñíz,077,1
Albert Torres Berríos,077,1
Javier Fermin Concepción Vázquez,077,1
José Aponte Hernández,077,1
José Luis Dalmau Santiago,077,1
Leyda Cruz,077,1
Mariela Martínez Vera,077,1
Rafael (Rafy) Santos Ortíz,077,1
Ramón Torres,077,1
Víctor Andrés Alvarado Guzmán,077,1
Luis Raúl Torres Cruz,077,1
María de Lourdes Santiago Negrón,077,1
Denis Márquez Lebrón,078,1
Joanne Marie Rodríguez Veve,078,1
José Antonio Vargas Vidot,078,1
Lisie Janet Burgos Muñíz,078,1
Albert Torres Berríos,078,1
Ángel Toledo López,078,1
Gabriel F. Rodríguez Aguiló,078,1
Javier Fermin Concepción Vázquez,078,1
José Luis Dalmau Santiago,078,1
Mariela Martínez Vera,078,1
Rafael (Rafy) Santos Ortíz,078,1
Ramón Torres,078,1
Víctor Andrés Alvarado Guzmán,078,1
Luis Raúl Torres Cruz,078,1
María de Lourdes Santiago Negrón,078,1
Denis Márquez Lebrón,079,1
Joanne Marie Rodríguez Veve,079,1
José Antonio Vargas Vidot,079,1
Lisie Janet Burgos Muñíz,079,1
Ada Álvarez Conde,079,1
Albert Torres Berríos,079,1
Héctor Ferrer,079,1
Javier Fermin Concepción Vázquez,079,1
Lourdes Ramos,079,1
Mariela Martínez Vera,079,1
Thomas Rivera Schatz,079,1
Víctor Andrés Alvarado Guzmán,079,1
Wilmer Reyes Berríos,079,1
Luis Raúl Torres Cruz,079,1
María de Lourdes Santiago Negrón,079,1
Denis Márquez Lebrón,080,1
Joanne Marie Rodríguez Veve,080,1
José Antonio Vargas Vidot,080,1
Lisie Janet Burgos Muñíz,080,1
Albert Torres Berríos,080,1
Javier Fermin Concepción Vázquez,080,1
José (Pichy) Torres Zamora,080,1
José A. (Josian) Santiago,080,1
Mariela Martínez Vera,080,1
Rafael (Rafy) Santos Ortíz,080,1
Roxanna I. Soto Aguilú (Abogada Motorizada),080,1
Swanny Enit Vargas Laureano,080,1
Víctor Andrés Alvarado Guzmán,080,1
Luis Raúl Torres Cruz,080,1
María de Lourdes Santiago Negrón,080,1
Adrián González Costa,081,1
Denis Márquez Lebrón,081,1
Joanne Marie Rodríguez Veve,081,1
José Antonio Vargas Vidot,081,1
Lisie Janet Burgos Muñíz,081,1
Ángel Toledo López,081,1
Gabriel F. Rodríguez Aguiló,081,1
Ivonne Lozada Rosas,081,1
José A. (Josian) Santiago,081,1
Nitza S. Morán Trinidad,081,1
Swanny Enit Vargas Laureano,081,1
Luis Raúl Torres Cruz,081,1
María de Lourdes Santiago Negrón,081,1
Rosa Seguí Cordero,081,1
Denis Márquez Lebrón,082,1
Joanne Marie Rodríguez Veve,082,1
José Antonio Vargas Vidot,082,1
Lisie Janet Burgos Muñíz,082,1
Jennifer López Contreras,082,1
José Aponte Hernández,082,1
José Luis Dalmau Santiago,082,1
Leyda Cruz,082,1
Luis Daniel Colón La Santa,082,1
Luis Dómenech Sepúlveda,082,1
Mayra Vicil Bernier,082,1
Nina Valedón,082,1
Ramón Torres,082,1
Luis Raúl Torres Cruz,082,1
María de Lourdes Santiago Negrón,082,1
Denis Márquez Lebrón,083,1
Joanne Marie Rodríguez Veve,083,1
José Antonio Vargas Vidot,083,1
Lisie Janet Burgos Muñíz,083,1
Jennifer López Contreras,083,1
José Aponte Hernández,083,1
José Luis Dalmau Santiago,083,1
Leyda Cruz,083,1
Luis Raúl Torres Cruz,083,1
Luis Dómenech Sepúlveda,083,1
Mayra Vicil Bernier,083,1
Nina Valedón,083,1
Ramón Torres,083,1
María de Lourdes Santiago Negrón,083,1
Wanda (Wandy) Soto Tolentino,083,1
Denis Márquez Lebrón,084,1
Joanne Marie Rodríguez Veve,084,1
José Antonio Vargas Vidot,084,1
Lisie Janet Burgos Muñíz,084,1
Luis Raúl Torres Cruz,084,1
María de Lourdes Santiago Negrón,084,1
Ada Álvarez Conde,084,1
Héctor Ferrer,084,1
Jennifer López Contreras,084,1
José (Pichy) Torres Zamora,084,1
Luis Daniel Colón La Santa,084,1
Luis Dómenech Sepúlveda,084,1
Mayra Vicil Bernier,084,1
Nina Valedón,084,1
Roxanna I. Soto Aguilú (Abogada Motorizada),084,1
Denis Márquez Lebrón,085,1
Joanne Marie Rodríguez Veve,085,1
José Antonio Vargas Vidot,085,1
Lisie Janet Burgos Muñíz,085,1
Luis Raúl Torres Cruz,085,1
María de Lourdes Santiago Negrón,085,1
Ángel Toledo López,085,1
Gabriel F. Rodríguez Aguiló,085,1
José A. (Josian) Santiago,085,1
José A. Bonilla Morales,085,1
Julia Rita Rodríguez Sánchez,085,1
Karen Michelle Román Rodríguez,085,1
Migdalia González,085,1
Swanny Enit Vargas Laureano,085,1
Denis Márquez Lebrón,086,1
Joanne Marie Rodríguez Veve,086,1
José Antonio Vargas Vidot,086,1
Lisie Janet Burgos Muñíz,086,1
Luis Raúl Torres Cruz,086,1
María de Lourdes Santiago Negrón,086,1
Jennifer López Contreras,086,1
José A. (Josian) Santiago,086,1
José Aponte Hernández,086,1
Leyda Cruz,086,1
Luis Dómenech Sepúlveda,086,1
Mayra Vicil Bernier,086,1
Nina Valedón,086,1
Swanny Enit Vargas Laureano,086,1
Wanda (Wandy) Soto Tolentino,086,1
Denis Márquez Lebrón,087,1
Joanne Marie Rodríguez Veve,087,1
José Antonio Vargas Vidot,087,1
Lisie Janet Burgos Muñíz,087,1
Luis Raúl Torres Cruz,087,1
María de Lourdes Santiago Negrón,087,1
Jennifer López Contreras,087,1
José A. (Josian) Santiago,087,1
José Aponte Hernández,087,1
Leyda Cruz,087,1
Luis Daniel Colón La Santa,087,1
Luis Dómenech Sepúlveda,087,1
Mayra Vicil Bernier,087,1
Nina Valedón,087,1
Swanny Enit Vargas Laureano,087,1
Denis Márquez Lebrón,088,1
Joanne Marie Rodríguez Veve,088,1
José Antonio Vargas Vidot,088,1
Lisie Janet Burgos Muñíz,088,1
Luis Raúl Torres Cruz,088,1
María de Lourdes Santiago Negrón,088,1
Jennifer López Contreras,088,1
José A. (Josian) Santiago,088,1
Lourdes Ramos,088,1
Luis Daniel Colón La Santa,088,1
Luis Dómenech Sepúlveda,088,1
Mayra Vicil Bernier,088,1
Nina Valedón,088,1
Swanny Enit Vargas Laureano,088,1
Thomas Rivera Schatz,088,1
Denis Márquez Lebrón,089,1
Joanne Marie Rodríguez Veve,089,1
José Antonio Vargas Vidot,089,1
Lisie Janet Burgos Muñíz,089,1
Luis Raúl Torres Cruz,089,1
María de Lourdes Santiago Negrón,089,1
Gregorio Matías Rosario,089,1
Jennifer López Contreras,089,1
José (Che) Pérez,089,1
José A. (Josian) Santiago,089,1
Luis Dómenech Sepúlveda,089,1
Mayra Vicil Bernier,089,1
Nina Valedón,089,1
Swanny Enit Vargas Laureano,089,1
Wanda (Wandy) Soto Tolentino,089,1
Denis Márquez Lebrón,090,1
Joanne Marie Rodríguez Veve,090,1
José Antonio Vargas Vidot,090,1
Lisie Janet Burgos Muñíz,090,1
Luis Raúl Torres Cruz,090,1
María de Lourdes Santiago Negrón,090,1
Gregorio Matías Rosario,090,1
Jennifer López Contreras,090,1
José (Che) Pérez,090,1
José A. (Josian) Santiago,090,1
Luis Dómenech Sepúlveda,090,1
Mayra Vicil Bernier,090,1
Nina Valedón,090,1
Swanny Enit Vargas Laureano,090,1
Wanda (Wandy) Soto Tolentino,090,1
Denis Márquez Lebrón,091,1
Joanne Marie Rodríguez Veve,091,1
José Antonio Vargas Vidot,091,1
Lisie Janet Burgos Muñíz,091,1
Luis Raúl Torres Cruz,091,1
María de Lourdes Santiago Negrón,091,1
Gabriel López Arrieta,091,1
Jennifer López Contreras,091,1
Lourdes Ramos,091,1
Luis Dómenech Sepúlveda,091,1
Luis Javier (Javy) Hernández,091,1
Mayra Vicil Bernier,091,1
Nina Valedón,091,1
Thomas Rivera Schatz,091,1
Wanda (Wandy) Soto Tolentino,091,1
Denis Márquez Lebrón,092,1
Joanne Marie Rodríguez Veve,092,1
José Antonio Vargas Vidot,092,1
Lisie Janet Burgos Muñíz,092,1
Luis Raúl Torres Cruz,092,1
María de Lourdes Santiago Negrón,092,1
Gregorio Matías Rosario,092,1
Jennifer López Contreras,092,1
José (Che) Pérez,092,1
José A. (Josian) Santiago,092,1
Luis Dómenech Sepúlveda,092,1
Mayra Vicil Bernier,092,1
Nina Valedón,092,1
Swanny Enit Vargas Laureano,092,1
Wanda (Wandy) Soto Tolentino,092,1
Denis Márquez Lebrón,093,1
Joanne Marie Rodríguez Veve,093,1
José Antonio Vargas Vidot,093,1
Lisie Janet Burgos Muñíz,093,1
Luis Raúl Torres Cruz,093,1
María de Lourdes Santiago Negrón,093,1
Ada Álvarez Conde,093,1
Héctor Ferrer,093,1
Jennifer López Contreras,093,1
Keren Riquelme Cabrera,093,1
Luis Dómenech Sepúlveda,093,1
Mayra Vicil Bernier,093,1
Nina Valedón,093,1
Tatiana Pérez Ramírez,093,1
Wanda (Wandy) Soto Tolentino,093,1
Denis Márquez Lebrón,094,1
Joanne Marie Rodríguez Veve,094,1
José Antonio Vargas Vidot,094,1
Lisie Janet Burgos Muñíz,094,1
Luis Raúl Torres Cruz,094,1
María de Lourdes Santiago Negrón,094,1
Gabriel López Arrieta,094,1
Gregorio Matías Rosario,094,1
Jennifer López Contreras,094,1
José (Che) Pérez,094,1
Luis Daniel Colón La Santa,094,1
Luis Dómenech Sepúlveda,094,1
Luis Javier (Javy) Hernández,094,1
Mayra Vicil Bernier,094,1
Nina Valedón,094,1
Denis Márquez Lebrón,095,1
Joanne Marie Rodríguez Veve,095,1
José Antonio Vargas Vidot,095,1
Lisie Janet Burgos Muñíz,095,1
Luis Raúl Torres Cruz,095,1
María de Lourdes Santiago Negrón,095,1
Gabriel López Arrieta,095,1
Jennifer López Contreras,095,1
Keren Riquelme Cabrera,095,1
Luis Daniel Colón La Santa,095,1
Luis Dómenech Sepúlveda,095,1
Luis Javier (Javy) Hernández,095,1
Mayra Vicil Bernier,095,1
Nina Valedón,095,1
Tatiana Pérez Ramírez,095,1
Denis Márquez Lebrón,096,1
Joanne Marie Rodríguez Veve,096,1
José Antonio Vargas Vidot,096,1
Lisie Janet Burgos Muñíz,096,1
Luis Raúl Torres Cruz,096,1
María de Lourdes Santiago Negrón,096,1
Daniel Lugo Mercado,096,1
David Ramón Matta Fontánet,096,1
Dwight Rodríguez Delgado,096,1
Frankie Guerra Morales,096,1
José A. (Josian) Santiago,096,1
José Aponte Hernández,096,1
Leyda Cruz,096,1
Marissa (Marissita) Jiménez Santoni,096,1
Swanny Enit Vargas Laureano,096,1
Denis Márquez Lebrón,097,1
Joanne Marie Rodríguez Veve,097,1
José Antonio Vargas Vidot,097,1
Lisie Janet Burgos Muñíz,097,1
Luis Raúl Torres Cruz,097,1
María de Lourdes Santiago Negrón,097,1
Daniel Lugo Mercado,097,1
David Ramón Matta Fontánet,097,1
Dwight Rodríguez Delgado,097,1
Frankie Guerra Morales,097,1
Gabriel López Arrieta,097,1
Héctor Joaquin Sánchez Álvarez,097,1
José (Pichy) Torres Zamora,097,1
Luis Javier (Javy) Hernández,097,1
Roxanna I. Soto Aguilú (Abogada Motorizada),097,1
Denis Márquez Lebrón,098,1
Joanne Marie Rodríguez Veve,098,1
José Antonio Vargas Vidot,098,1
Lisie Janet Burgos Muñíz,098,1
Luis Raúl Torres Cruz,098,1
María de Lourdes Santiago Negrón,098,1
Ada Álvarez Conde,098,1
Daniel Lugo Mercado,098,1
David Ramón Matta Fontánet,098,1
Dwight Rodríguez Delgado,098,1
Frankie Guerra Morales,098,1
Gregorio Matías Rosario,098,1
Héctor Ferrer,098,1
Héctor Joaquin Sánchez Álvarez,098,1
José (Che) Pérez,098,1
Swanny Enit Vargas Laureano,098,1
Denis Márquez Lebrón,099,1
Joanne Marie Rodríguez Veve,099,1
José Antonio Vargas Vidot,099,1
Lisie Janet Burgos Muñíz,099,1
Luis Raúl Torres Cruz,099,1
María de Lourdes Santiago Negrón,099,1
Daniel Lugo Mercado,099,1
David Ramón Matta Fontánet,099,1
Dwight Rodríguez Delgado,099,1
Frankie Guerra Morales,099,1
José Luis Dalmau Santiago,099,1
Lourdes Ramos,099,1
Marissa (Marissita) Jiménez Santoni,099,1
Ramón Torres,099,1
Thomas Rivera Schatz,099,1
Denis Márquez Lebrón,100,1
Joanne Marie Rodríguez Veve,100,1
José Antonio Vargas Vidot,100,1
Lisie Janet Burgos Muñíz,100,1
Luis Raúl Torres Cruz,100,1
María de Lourdes Santiago Negrón,100,1
Ada Álvarez Conde,100,1
Daniel Lugo Mercado,100,1
David Ramón Matta Fontánet,100,1
Dwight Rodríguez Delgado,100,1
Frankie Guerra Morales,100,1
Héctor Ferrer,100,1
Lourdes Ramos,100,1
Marissa (Marissita) Jiménez Santoni,100,1
Thomas Rivera Schatz,100,1
Daniel Lugo Mercado,101,1
David Ramón Matta Fontánet,101,1
Denis Márquez Lebrón,101,1
Dwight Rodríguez Delgado,101,1
Frankie Guerra Morales,101,1
Gabriel López Arrieta,101,1
Joanne Marie Rodríguez Veve,101,1
José (Pichy) Torres Zamora,101,1
José Antonio Vargas Vidot,101,1
Lisie Janet Burgos Muñíz,101,1
Luis Javier (Javy) Hernández,101,1
Luis Raúl Torres Cruz,101,1
María de Lourdes Santiago Negrón,101,1
Marissa (Marissita) Jiménez Santoni,101,1
Roxanna I. Soto Aguilú (Abogada Motorizada),101,1
Denis Márquez Lebrón,102,1
Joanne Marie Rodríguez Veve,102,1
José Antonio Vargas Vidot,102,1
Lisie Janet Burgos Muñíz,102,1
Luis Raúl Torres Cruz,102,1
María de Lourdes Santiago Negrón,102,1
Daniel Lugo Mercado,102,1
David Ramón Matta Fontánet,102,1
Dwight Rodríguez Delgado,102,1
Frankie Guerra Morales,102,1
Gabriel López Arrieta,102,1
Héctor Joaquin Sánchez Álvarez,102,1
José (Pichy) Torres Zamora,102,1
Luis Javier (Javy) Hernández,102,1
Roxanna I. Soto Aguilú (Abogada Motorizada),102,1
