Full Name,Precinct,Order
Denis Márquez Lebrón,103,1
Joanne Marie Rodríguez Veve,103,1
José Antonio Vargas Vidot,103,1
Lisie Janet Burgos Muñíz,103,1
Luis Raúl Torres Cruz,103,1
María de Lourdes Santiago Negrón,103,1
Daniel Lugo Mercado,103,1
David Ramón Matta Fontánet,103,1
Dwight Rodríguez Delgado,103,1
Frankie Guerra Morales,103,1
Héctor Joaquin Sánchez Álvarez,103,1
José A. (Josian) Santiago,103,1
Keren Riquelme Cabrera,103,1
Swanny Enit Vargas Laureano,103,1
Tatiana Pérez Ramírez,103,1
Denis Márquez Lebrón,104,1
Joanne Marie Rodríguez Veve,104,1
José Antonio Vargas Vidot,104,1
Lisie Janet Burgos Muñíz,104,1
Luis Raúl Torres Cruz,104,1
María de Lourdes Santiago Negrón,104,1
Daniel Lugo Mercado,104,1
David Ramón Matta Fontánet,104,1
Dwight Rodríguez Delgado,104,1
Frankie Guerra Morales,104,1
Gabriel López Arrieta,104,1
Héctor Joaquin Sánchez Álvarez,104,1
Lourdes Ramos,104,1
Luis Javier (Javy) Hernández,104,1
Thomas Rivera Schatz,104,1
Denis Márquez Lebrón,105,1
Joanne Marie Rodríguez Veve,105,1
José Antonio Vargas Vidot,105,1
Lisie Janet Burgos Muñíz,105,1
Luis Raúl Torres Cruz,105,1
María de Lourdes Santiago Negrón,105,1
Ángel Toledo López,105,2
Daniel Lugo Mercado,105,1
David Ramón Matta Fontánet,105,1
Dwight Rodríguez Delgado,105,1
Frankie Guerra Morales,105,1
Gabriel López Arrieta,105,1
Lourdes Ramos,105,1
Luis Javier (Javy) Hernández,105,1
Marissa (Marissita) Jiménez Santoni,105,1
Thomas Rivera Schatz,105,1
Denis Márquez Lebrón,106,1
Joanne Marie Rodríguez Veve,106,1
José Antonio Vargas Vidot,106,1
Lisie Janet Burgos Muñíz,106,1
Luis Raúl Torres Cruz,106,1
María de Lourdes Santiago Negrón,106,1
Ángel Toledo López,106,1
Daniel Lugo Mercado,106,1
David Ramón Matta Fontánet,106,1
Dwight Rodríguez Delgado,106,1
Frankie Guerra Morales,106,1
Gabriel F. Rodríguez Aguiló,106,1
José Luis Dalmau Santiago,106,1
Marissa (Marissita) Jiménez Santoni,106,1
Ramón Torres,106,1
Cristina Pérez,015,1
Cristina Pérez,016,1
Cristina Pérez,017,1
Cristina Pérez,018,1
Cristina Pérez,019,1
Cristina Pérez,020,1
Cristina Pérez,021,1
Cristina Pérez,022,1
Cristina Pérez,024,1
Cristina Pérez,025,1
Cristina Pérez,026,1
Cristina Pérez,027,1
Cristina Pérez,028,1
Cristina Pérez,029,1
Cristina Pérez,030,1
Cristina Pérez,031,1
Denis Márquez Lebrón,107,1
Joanne Marie Rodríguez Veve,107,1
José Antonio Vargas Vidot,107,1
Lisie Janet Burgos Muñíz,107,1
Luis Raúl Torres Cruz,107,1
María de Lourdes Santiago Negrón,107,1
Daniel Lugo Mercado,107,1
David Ramón Matta Fontánet,107,1
Dwight Rodríguez Delgado,107,1
Frankie Guerra Morales,107,1
Gabriel López Arrieta,107,1
Lourdes Ramos,107,1
Luis Javier (Javy) Hernández,107,1
Marissa (Marissita) Jiménez Santoni,107,1
Thomas Rivera Schatz,107,1
Denis Márquez Lebrón,108,1
Joanne Marie Rodríguez Veve,108,1
José Antonio Vargas Vidot,108,1
Lisie Janet Burgos Muñíz,108,1
Luis Raúl Torres Cruz,108,1
María de Lourdes Santiago Negrón,108,1
Ada Álvarez Conde,108,1
Ángel Toledo López,108,1
Daniel Lugo Mercado,108,1
David Ramón Matta Fontánet,108,1
Dwight Rodríguez Delgado,108,1
Frankie Guerra Morales,108,1
Gabriel F. Rodríguez Aguiló,108,1
Héctor Ferrer,108,1
Héctor Joaquin Sánchez Álvarez,108,1
Denis Márquez Lebrón,109,1
Joanne Marie Rodríguez Veve,109,1
José Antonio Vargas Vidot,109,1
Lisie Janet Burgos Muñíz,109,1
Luis Raúl Torres Cruz,109,1
María de Lourdes Santiago Negrón,109,1
Daniel Lugo Mercado,109,1
David Ramón Matta Fontánet,109,1
Dwight Rodríguez Delgado,109,1
Frankie Guerra Morales,109,1
José Luis Dalmau Santiago,109,1
Lourdes Ramos,109,1
Marissa (Marissita) Jiménez Santoni,109,1
Ramón Torres,109,1
Thomas Rivera Schatz,109,1
Denis Márquez Lebrón,110,1
Joanne Marie Rodríguez Veve,110,1
José Antonio Vargas Vidot,110,1
Lisie Janet Burgos Muñíz,110,1
Luis Raúl Torres Cruz,110,1
María de Lourdes Santiago Negrón,110,1
Daniel Lugo Mercado,110,1
David Ramón Matta Fontánet,110,1
Dwight Rodríguez Delgado,110,1
Frankie Guerra Morales,110,1
Héctor Joaquin Sánchez Álvarez,110,1
José Luis Dalmau Santiago,110,1
Lourdes Ramos,110,1
Ramón Torres,110,1
Thomas Rivera Schatz,110,1
Denis Márquez Lebrón,111,1
Joanne Marie Rodríguez Veve,111,1
José Antonio Vargas Vidot,111,1
Lisie Janet Burgos Muñíz,111,1
Luis Raúl Torres Cruz,111,1
María de Lourdes Santiago Negrón,111,1
Francisco Javier Rodríguez NapoLeóni,111,1
Jamie Barlucea,111,1
José Aponte Hernández,111,1
José Luis Dalmau Santiago,111,1
Justiniano Díaz Maldonado,111,1
Leyda Cruz,111,1
Marially González Huertas,111,1
Ramón Rodríguez Ramos,111,1
Ramón Torres,111,1
Denis Márquez Lebrón,112,1
Joanne Marie Rodríguez Veve,112,1
José Antonio Vargas Vidot,112,1
Lisie Janet Burgos Muñíz,112,1
Luis Raúl Torres Cruz,112,1
María de Lourdes Santiago Negrón,112,1
Albert Torres Berríos,112,1
Javier Fermin Concepción Vázquez,112,1
José (Pichy) Torres Zamora,112,1
José A. (Josian) Santiago,112,1
Mariela Martínez Vera,112,1
Rafael (Rafy) Santos Ortíz,112,1
Roxanna I. Soto Aguilú (Abogada Motorizada),112,1
Swanny Enit Vargas Laureano,112,1
Víctor Andrés Alvarado Guzmán,112,1
Denis Márquez Lebrón,113,1
Joanne Marie Rodríguez Veve,113,1
José Antonio Vargas Vidot,113,1
Lisie Janet Burgos Muñíz,113,1
Luis Raúl Torres Cruz,113,1
María de Lourdes Santiago Negrón,113,1
Albert Torres Berríos,113,1
Gregorio Matías Rosario,113,1
Javier Fermin Concepción Vázquez,113,1
José (Che) Pérez,113,1
José Luis Dalmau Santiago,113,1
Mariela Martínez Vera,113,1
Ramón Torres,113,1
Víctor Andrés Alvarado Guzmán,113,1
Wilmer Reyes Berríos,113,1
Denis Márquez Lebrón,114,1
Joanne Marie Rodríguez Veve,114,1
José Antonio Vargas Vidot,114,1
Lisie Janet Burgos Muñíz,114,1
Luis Raúl Torres Cruz,114,1
María de Lourdes Santiago Negrón,114,1
Ada Álvarez Conde,114,1
Héctor Ferrer,114,1
Jennifer López Contreras,114,1
José (Pichy) Torres Zamora,114,1
Luis Daniel Colón La Santa,114,1
Luis Dómenech Sepúlveda,114,1
Mayra Vicil Bernier,114,1
Nina Valedón,114,1
Roxanna I. Soto Aguilú (Abogada Motorizada),114,1
Gabriel Pérez Pérez,001,2
Gregorio Matías Rosario,001,2
José (Che) Pérez,001,2
José Luis Dalmau Santiago,001,2
Juan Oscar Morales Rodríguez,001,2
Ramón Torres,001,2
Nelson Raúl Albino Ruíz,001,2
Gabriel Pérez Pérez,002,2
José A. (Josian) Santiago,002,2
Keren Riquelme Cabrera,002,2
Nitza S. Morán Trinidad,002,2
Swanny Enit Vargas Laureano,002,2
Tatiana Pérez Ramírez,002,2
Nelson Raúl Albino Ruíz,002,2
Ada Álvarez Conde,003,2
Gabriel Pérez Pérez,003,2
Héctor Ferrer,003,2
José (Pichy) Torres Zamora,003,2
Nitza S. Morán Trinidad,003,2
Roxanna I. Soto Aguilú (Abogada Motorizada),003,2
Nelson Raúl Albino Ruíz,003,2
Juan Oscar Morales Rodríguez,004,2
Lourdes Ramos,004,2
Thomas Rivera Schatz,004,2
Gabriel López Arrieta,004,2
Gabriel Pérez Pérez,004,2
Luis Javier (Javy) Hernández,004,2
Nelson Raúl Albino Ruíz,004,2
Ángel Toledo López,005,2
Gabriel F. Rodríguez Aguiló,005,2
Gabriel Pérez Pérez,005,2
José A. (Josian) Santiago,005,2
Nitza S. Morán Trinidad,005,2
Swanny Enit Vargas Laureano,005,2
Nelson Raúl Albino Ruíz,005,2
Ángel Toledo López,006,2
Gabriel F. Rodríguez Aguiló,006,2
Gabriel Pérez Pérez,006,2
José Luis Dalmau Santiago,006,2
Nitza S. Morán Trinidad,006,2
Ramón Torres,006,2
Nelson Raúl Albino Ruíz,006,2
Antonio Cruz Rodríguez,007,2
José Luis Dalmau Santiago,007,2
Lourdes Ramos,007,2
Lymari Ocasio Pérez,007,2
Migdalia Padilla Alvelo,007,2
Ramón Torres,007,2
Thomas Rivera Schatz,007,2
Nelson Raúl Albino Ruíz,007,2
Antonio Cruz Rodríguez,008,2
Carmelo Ríos,008,2
Gabriel López Arrieta,008,2
José (Pichy) Torres Zamora,008,2
Luis Javier (Javy) Hernández,008,2
Lymari Ocasio Pérez,008,2
Roxanna I. Soto Aguilú (Abogada Motorizada),008,2
Nelson Raúl Albino Ruíz,008,2
Antonio Cruz Rodríguez,009,2
Gabriel López Arrieta,009,2
José (Pichy) Torres Zamora,009,2
Luis Javier (Javy) Hernández,009,2
Lymari Ocasio Pérez,009,2
Migdalia Padilla Alvelo,009,2
Roxanna I. Soto Aguilú (Abogada Motorizada),009,2
Nelson Raúl Albino Ruíz,009,2
Antonio Cruz Rodríguez,010,2
Gabriel López Arrieta,010,2
José (Pichy) Torres Zamora,010,2
Luis Javier (Javy) Hernández,010,2
Lymari Ocasio Pérez,010,2
Migdalia Padilla Alvelo,010,2
Roxanna I. Soto Aguilú (Abogada Motorizada),010,2
Nelson Raúl Albino Ruíz,010,2
Ángel Toledo López,011,2
Antonio Cruz Rodríguez,011,2
Carmelo Ríos,011,2
Gabriel F. Rodríguez Aguiló,011,2
José A. (Josian) Santiago,011,2
Lymari Ocasio Pérez,011,2
Swanny Enit Vargas Laureano,011,2
Nelson Raúl Albino Ruíz,011,2
Ada Álvarez Conde,012,2
Antonio Cruz Rodríguez,012,2
Carmelo Ríos,012,2
Héctor Ferrer,012,2
José Aponte Hernández,012,2
Leyda Cruz,012,2
Lymari Ocasio Pérez,012,2
Nelson Raúl Albino Ruíz,012,2
Ada Álvarez Conde,013,2
Antonio Cruz Rodríguez,013,2
Héctor Ferrer,013,2
José Aponte Hernández,013,2
Leyda Cruz,013,2
Lymari Ocasio Pérez,013,2
Migdalia Padilla Alvelo,013,2
Nelson Raúl Albino Ruíz,013,2
Antonio Cruz Rodríguez,014,2
Carmelo Ríos,014,2
José Luis Dalmau Santiago,014,2
Keren Riquelme Cabrera,014,2
Lymari Ocasio Pérez,014,2
Ramón Torres,014,2
Tatiana Pérez Ramírez,014,2
Nelson Raúl Albino Ruíz,014,2
Gabriel (Gaby) González,015,2
José A. (Josian) Santiago,015,2
Keren Riquelme Cabrera,015,2
Mario Javier Rosario Maisonet,015,2
Ramón Luis Hernández Espino,015,2
Swanny Enit Vargas Laureano,015,2
Tatiana Pérez Ramírez,015,2
Nelson Raúl Albino Ruíz,015,2
Ada Álvarez Conde,016,2
Gabriel (Gaby) González,016,2
Héctor Ferrer,016,2
José Aponte Hernández,016,2
Leyda Cruz,016,2
Mario Javier Rosario Maisonet,016,2
Ramón Luis Hernández Espino,016,2
Nelson Raúl Albino Ruíz,016,2
Ada Álvarez Conde,017,2
Brenda Pérez Soto,017,2
Héctor Ferrer,017,2
José Aponte Hernández,017,2
Leyda Cruz,017,2
Mario Javier Rosario Maisonet,017,2
Ramón Luis Hernández Espino,017,2
Nelson Raúl Albino Ruíz,017,2
Brenda Pérez Soto,018,2
José Luis Dalmau Santiago,018,2
Keren Riquelme Cabrera,018,2
Mario Javier Rosario Maisonet,018,2
Ramón Luis Hernández Espino,018,2
Ramón Torres,018,2
Tatiana Pérez Ramírez,018,2
Nelson Raúl Albino Ruíz,018,2
Gabriel (Gaby) González,019,2
José Luis Dalmau Santiago,019,2
Keren Riquelme Cabrera,019,2
Mario Javier Rosario Maisonet,019,2
Ramón Luis Hernández Espino,019,2
Ramón Torres,019,2
Tatiana Pérez Ramírez,019,2
Nelson Raúl Albino Ruíz,019,2
Ada Álvarez Conde,020,2
Brenda Pérez Soto,020,2
Héctor Ferrer,020,2
José Aponte Hernández,020,2
Leyda Cruz,020,2
Mario Javier Rosario Maisonet,020,2
Ramón Luis Hernández Espino,020,2
Nelson Raúl Albino Ruíz,020,2
Gabriel (Gaby) González,021,2
José A. (Josian) Santiago,021,2
Lourdes Ramos,021,2
Mario Javier Rosario Maisonet,021,2
Ramón Luis Hernández Espino,021,2
Swanny Enit Vargas Laureano,021,2
Thomas Rivera Schatz,021,2
Nelson Raúl Albino Ruíz,021,2
Brenda Pérez Soto,022,2
José A. (Josian) Santiago,022,2
Lourdes Ramos,022,2
Mario Javier Rosario Maisonet,022,2
Ramón Luis Hernández Espino,022,2
Swanny Enit Vargas Laureano,022,2
Thomas Rivera Schatz,022,2
Nelson Raúl Albino Ruíz,022,2
Jacqueline (Jackie) Rodríguez,023,2
José (Che) Pérez,023,3
José Alberto Pagán,023,2
José Aponte Hernández,023,2
José Luis Dalmau Santiago,023,2
Leyda Cruz,023,2
Ramón (Ramoncito) Ruíz Nieves,023,2
Ramón Torres,023,2
Nelson Raúl Albino Ruíz,023,2
Gabriel (Gaby) González,024,2
Gregorio Matías Rosario,024,2
José (Che) Pérez,024,2
José Luis Dalmau Santiago,024,2
Mario Javier Rosario Maisonet,024,2
Ramón Luis Hernández Espino,024,2
Ramón Torres,024,2
Nelson Raúl Albino Ruíz,024,2
Ada Álvarez Conde,025,2
Brenda Pérez Soto,025,2
Héctor Ferrer,025,2
José (Pichy) Torres Zamora,025,2
Mario Javier Rosario Maisonet,025,2
Ramón Luis Hernández Espino,025,2
Roxanna I. Soto Aguilú (Abogada Motorizada),025,2
Nelson Raúl Albino Ruíz,025,2
Gabriel (Gaby) González,026,2
Gabriel López Arrieta,026,2
Lourdes Ramos,026,2
Luis Javier (Javy) Hernández,026,2
Mario Javier Rosario Maisonet,026,2
Ramón Luis Hernández Espino,026,2
Thomas Rivera Schatz,026,2
Nelson Raúl Albino Ruíz,026,2
Brenda Pérez Soto,027,2
Gabriel López Arrieta,027,2
Gregorio Matías Rosario,027,2
José (Che) Pérez,027,2
Luis Javier (Javy) Hernández,027,2
Mario Javier Rosario Maisonet,027,2
Ramón Luis Hernández Espino,027,2
Nelson Raúl Albino Ruíz,027,2
Gabriel (Gaby) González,028,2
José (Pichy) Torres Zamora,028,2
José A. (Josian) Santiago,028,2
Mario Javier Rosario Maisonet,028,2
Ramón Luis Hernández Espino,028,2
Roxanna I. Soto Aguilú (Abogada Motorizada),028,2
Swanny Enit Vargas Laureano,028,2
Nelson Raúl Albino Ruíz,028,2
Brenda Pérez Soto,029,2
José (Pichy) Torres Zamora,029,2
José A. (Josian) Santiago,029,2
Mario Javier Rosario Maisonet,029,2
Ramón Luis Hernández Espino,029,2
Roxanna I. Soto Aguilú (Abogada Motorizada),029,2
Swanny Enit Vargas Laureano,029,2
Nelson Raúl Albino Ruíz,029,2
Gabriel (Gaby) González,030,2
José Luis Dalmau Santiago,030,2
Lourdes Ramos,030,2
Mario Javier Rosario Maisonet,030,2
Ramón Luis Hernández Espino,030,2
Ramón Torres,030,2
Thomas Rivera Schatz,030,2
Nelson Raúl Albino Ruíz,030,2
Gabriel (Gaby) González,031,2
Gabriel López Arrieta,031,2
José Aponte Hernández,031,2
Leyda Cruz,031,2
Luis Javier (Javy) Hernández,031,2
Mario Javier Rosario Maisonet,031,2
Ramón Luis Hernández Espino,031,2
Nelson Raúl Albino Ruíz,031,2
Ángel Toledo López,032,2
Gabriel F. Rodríguez Aguiló,032,2
Gabriel López Arrieta,032,2
Juan (Veguita) Vega,032,2
Karen Michelle Román Rodríguez,032,2
Luis Javier (Javy) Hernández,032,2
Raúl López Vergé,032,2
Nelson Raúl Albino Ruíz,032,2
José Luis Dalmau Santiago,033,2
Juan (Veguita) Vega,033,2
Karen Michelle Román Rodríguez,033,2
Keren Riquelme Cabrera,033,2
Ramón Torres,033,2
Raúl López Vergé,033,2
Tatiana Pérez Ramírez,033,2
Nelson Raúl Albino Ruíz,033,2
Gabriel López Arrieta,034,2
Jamie Barlucea,034,2
José Alberto Pagán,034,2
Lourdes Ramos,034,2
Luis Javier (Javy) Hernández,034,2
Ramón (Ramoncito) Ruíz Nieves,034,2
Thomas Rivera Schatz,034,2
Nelson Raúl Albino Ruíz,034,2
Ada Álvarez Conde,035,2
Héctor Ferrer,035,2
José Aponte Hernández,035,2
Juan (Veguita) Vega,035,2
Karen Michelle Román Rodríguez,035,2
Leyda Cruz,035,2
Raúl López Vergé,035,2
Nelson Raúl Albino Ruíz,035,2
Ada Álvarez Conde,036,2
Héctor Ferrer,036,2
Jeison Rosa,036,2
José Aponte Hernández,036,2
Juan (Veguita) Vega,036,2
Leyda Cruz,036,2
Raúl López Vergé,036,2
Nelson Raúl Albino Ruíz,036,2
Ada Álvarez Conde,037,2
Héctor Ferrer,037,2
José Aponte Hernández,037,2
Juan (Veguita) Vega,037,2
Karen Michelle Román Rodríguez,037,2
Leyda Cruz,037,2
Raúl López Vergé,037,2
Nelson Raúl Albino Ruíz,037,2
Ada Álvarez Conde,038,2
Héctor Ferrer,038,2
Jeison Rosa,038,2
José (Pichy) Torres Zamora,038,2
Juan (Veguita) Vega,038,2
Raúl López Vergé,038,2
Roxanna I. Soto Aguilú (Abogada Motorizada),038,2
Nelson Raúl Albino Ruíz,038,2
Jeison Rosa,039,2
José Luis Dalmau Santiago,039,2
Juan (Veguita) Vega,039,2
Lourdes Ramos,039,2
Ramón Torres,039,2
Raúl López Vergé,039,2
Thomas Rivera Schatz,039,2
Nelson Raúl Albino Ruíz,039,2
Gabriel López Arrieta,040,2
José (Pichy) Torres Zamora,040,2
Juan (Veguita) Vega,040,2
Karen Michelle Román Rodríguez,040,2
Raúl López Vergé,040,2
Roxanna I. Soto Aguilú (Abogada Motorizada),040,2
Nelson Raúl Albino Ruíz,040,2
Antonio Cruz Rodríguez,041,2
Carmelo Ríos,041,2
Gregorio Matías Rosario,041,2
José (Che) Pérez,041,2
José A. (Josian) Santiago,041,2
Lymari Ocasio Pérez,041,2
Swanny Enit Vargas Laureano,041,2
Nelson Raúl Albino Ruíz,041,2
Jeison Rosa,042,2
José A. (Josian) Santiago,042,2
Juan (Veguita) Vega,042,2
Lourdes Ramos,042,2
Raúl López Vergé,042,2
Swanny Enit Vargas Laureano,042,2
Thomas Rivera Schatz,042,2
Nelson Raúl Albino Ruíz,042,2
José A. (Josian) Santiago,043,2
José Aponte Hernández,043,2
Juan (Veguita) Vega,043,2
Karen Michelle Román Rodríguez,043,2
Leyda Cruz,043,2
Raúl López Vergé,043,2
Swanny Enit Vargas Laureano,043,2
Nelson Raúl Albino Ruíz,043,2
Jeison Rosa,044,2
José A. (Josian) Santiago,044,2
José Aponte Hernández,044,2
Juan (Veguita) Vega,044,2
Leyda Cruz,044,2
Raúl López Vergé,044,2
Swanny Enit Vargas Laureano,044,2
Nelson Raúl Albino Ruíz,044,2
Gabriel López Arrieta,045,2
Juan (Veguita) Vega,045,2
Karen Michelle Román Rodríguez,045,2
Keren Riquelme Cabrera,045,2
Luis Javier (Javy) Hernández,045,2
Raúl López Vergé,045,2
Tatiana Pérez Ramírez,045,2
Nelson Raúl Albino Ruíz,045,2
Jeison Rosa,046,2
José Luis Dalmau Santiago,046,2
Juan (Veguita) Vega,046,2
Keren Riquelme Cabrera,046,2
Ramón Torres,046,2
Raúl López Vergé,046,2
Tatiana Pérez Ramírez,046,2
Nelson Raúl Albino Ruíz,046,2
Ada Álvarez Conde,047,2
Héctor Ferrer,047,2
Jamie Barlucea,047,2
José Alberto Pagán,047,2
Lourdes Ramos,047,2
Ramón (Ramoncito) Ruíz Nieves,047,2
Thomas Rivera Schatz,047,2
Nelson Raúl Albino Ruíz,047,2
Jacqueline (Jackie) Rodríguez,048,2
José (Pichy) Torres Zamora,048,2
José A. (Josian) Santiago,048,2
José Alberto Pagán,048,2
Ramón (Ramoncito) Ruíz Nieves,048,2
Roxanna I. Soto Aguilú (Abogada Motorizada),048,2
Swanny Enit Vargas Laureano,048,2
Nelson Raúl Albino Ruíz,048,2
Jamie Barlucea,049,2
José (Pichy) Torres Zamora,049,2
José Alberto Pagán,049,2
José Luis Dalmau Santiago,049,2
Ramón (Ramoncito) Ruíz Nieves,049,2
Ramón Torres,049,2
Roxanna I. Soto Aguilú (Abogada Motorizada),049,2
Nelson Raúl Albino Ruíz,049,2
Gabriel López Arrieta,050,2
Jamie Barlucea,050,2
José (Pichy) Torres Zamora,050,2
José Alberto Pagán,050,2
Luis Javier (Javy) Hernández,050,2
Ramón (Ramoncito) Ruíz Nieves,050,2
Roxanna I. Soto Aguilú (Abogada Motorizada),050,2
Nelson Raúl Albino Ruíz,050,2
Ángel Toledo López,051,2
Gabriel F. Rodríguez Aguiló,051,2
Jamie Barlucea,051,2
José A. (Josian) Santiago,051,2
José Alberto Pagán,051,2
Ramón (Ramoncito) Ruíz Nieves,051,2
Swanny Enit Vargas Laureano,051,2
Nelson Raúl Albino Ruíz,051,2
Ángel Toledo López,052,2
Gabriel F. Rodríguez Aguiló,052,2
Jacqueline (Jackie) Rodríguez,052,2
José A. (Josian) Santiago,052,2
José Alberto Pagán,052,2
Ramón (Ramoncito) Ruíz Nieves,052,2
Swanny Enit Vargas Laureano,052,2
Nelson Raúl Albino Ruíz,052,2
Ada Álvarez Conde,053,2
Gregorio Matías Rosario,053,2
Héctor Ferrer,053,2
Jacqueline (Jackie) Rodríguez,053,2
José (Che) Pérez,053,2
José Alberto Pagán,053,2
Ramón (Ramoncito) Ruíz Nieves,053,2
Nelson Raúl Albino Ruíz,053,2
Jamie Barlucea,054,2
José A. (Josian) Santiago,054,2
José Alberto Pagán,054,2
José Aponte Hernández,054,2
Leyda Cruz,054,2
Ramón (Ramoncito) Ruíz Nieves,054,2
Swanny Enit Vargas Laureano,054,2
Nelson Raúl Albino Ruíz,054,2
Gregorio Matías Rosario,055,2
Jamie Barlucea,055,2
José (Che) Pérez,055,2
José A. (Josian) Santiago,055,2
José Alberto Pagán,055,2
Ramón (Ramoncito) Ruíz Nieves,055,2
Swanny Enit Vargas Laureano,055,2
Nelson Raúl Albino Ruíz,055,2
Gabriel López Arrieta,056,2
Jamie Barlucea,056,2
José Alberto Pagán,056,2
Keren Riquelme Cabrera,056,2
Luis Javier (Javy) Hernández,056,2
Ramón (Ramoncito) Ruíz Nieves,056,2
Tatiana Pérez Ramírez,056,2
Nelson Raúl Albino Ruíz,056,2
Gabriel López Arrieta,057,2
Jacqueline (Jackie) Rodríguez,057,2
José Alberto Pagán,057,2
Keren Riquelme Cabrera,057,2
Luis Javier (Javy) Hernández,057,2
Ramón (Ramoncito) Ruíz Nieves,057,2
Tatiana Pérez Ramírez,057,2
Nelson Raúl Albino Ruíz,057,2
Ada Álvarez Conde,058,2
Héctor Ferrer,058,2
Jacqueline (Jackie) Rodríguez,058,2
José Alberto Pagán,058,2
Keren Riquelme Cabrera,058,2
Ramón (Ramoncito) Ruíz Nieves,058,2
Tatiana Pérez Ramírez,058,2
Nelson Raúl Albino Ruíz,058,2
Ada Álvarez Conde,059,2
Ángel Toledo López,059,2
Gabriel F. Rodríguez Aguiló,059,2
Héctor Ferrer,059,2
Jamie Barlucea,059,2
José Alberto Pagán,059,2
Ramón (Ramoncito) Ruíz Nieves,059,2
Nelson Raúl Albino Ruíz,059,2
Jacqueline (Jackie) Rodríguez,060,2
José A. (Josian) Santiago,060,2
José Alberto Pagán,060,2
Keren Riquelme Cabrera,060,2
Ramón (Ramoncito) Ruíz Nieves,060,2
Swanny Enit Vargas Laureano,060,2
Tatiana Pérez Ramírez,060,2
Nelson Raúl Albino Ruíz,060,2
Gabriel López Arrieta,061,2
Gregorio Matías Rosario,061,2
Jamie Barlucea,061,2
José (Che) Pérez,061,2
José Alberto Pagán,061,2
Luis Javier (Javy) Hernández,061,2
Ramón (Ramoncito) Ruíz Nieves,061,2
Nelson Raúl Albino Ruíz,061,2
Jacqueline (Jackie) Rodríguez,062,2
José (Pichy) Torres Zamora,062,2
José Alberto Pagán,062,2
José Luis Dalmau Santiago,062,2
Ramón (Ramoncito) Ruíz Nieves,062,2
Ramón Torres,062,2
Roxanna I. Soto Aguilú (Abogada Motorizada),062,2
Nelson Raúl Albino Ruíz,062,2
Gabriel López Arrieta,063,2
Jacqueline (Jackie) Rodríguez,063,2
José Alberto Pagán,063,2
Lourdes Ramos,063,2
Luis Javier (Javy) Hernández,063,2
Ramón (Ramoncito) Ruíz Nieves,063,2
Thomas Rivera Schatz,063,2
Nelson Raúl Albino Ruíz,063,2
Gabriel López Arrieta,064,2
Héctor Santiago,064,2
Lourdes Ramos,064,2
Luis Javier (Javy) Hernández,064,2
Rafael (Rafy) Santos Ortíz,064,2
Thomas Rivera Schatz,064,2
Verónica Rivera Lebrón,064,2
Nelson Raúl Albino Ruíz,064,2
Gregorio Matías Rosario,065,2
Héctor Santiago,065,2
José (Che) Pérez,065,2
José Luis Dalmau Santiago,065,2
Ramón Torres,065,2
Verónica Rivera Lebrón,065,2
Wilmer Reyes Berríos,065,2
Nelson Raúl Albino Ruíz,065,2
Ángel Toledo López,066,2
Gabriel F. Rodríguez Aguiló,066,2
Héctor Santiago,066,2
José Luis Dalmau Santiago,066,2
Ramón Torres,066,2
Verónica Rivera Lebrón,066,2
Wilmer Reyes Berríos,066,2
Nelson Raúl Albino Ruíz,066,2
Héctor Santiago,067,2
José A. (Josian) Santiago,067,2
Lourdes Ramos,067,2
Swanny Enit Vargas Laureano,067,2
Thomas Rivera Schatz,067,2
Verónica Rivera Lebrón,067,2
Wilmer Reyes Berríos,067,2
Nelson Raúl Albino Ruíz,067,2
Gregorio Matías Rosario,068,2
Héctor Santiago,068,2
José (Che) Pérez,068,2
José Luis Dalmau Santiago,068,2
Ramón Torres,068,2
Verónica Rivera Lebrón,068,2
Wilmer Reyes Berríos,068,2
Nelson Raúl Albino Ruíz,068,2
Héctor Santiago,069,2
José A. (Josian) Santiago,069,2
Lourdes Ramos,069,2
Rafael (Rafy) Santos Ortíz,069,2
Swanny Enit Vargas Laureano,069,2
Thomas Rivera Schatz,069,2
Verónica Rivera Lebrón,069,2
Nelson Raúl Albino Ruíz,069,2
Gabriel López Arrieta,070,2
Héctor Santiago,070,2
José Aponte Hernández,070,2
Leyda Cruz,070,2
Luis Javier (Javy) Hernández,070,2
Rafael (Rafy) Santos Ortíz,070,2
Verónica Rivera Lebrón,070,2
Nelson Raúl Albino Ruíz,070,2
Gabriel López Arrieta,071,2
Héctor Santiago,071,2
José Aponte Hernández,071,2
Leyda Cruz,071,2
Luis Javier (Javy) Hernández,071,2
Verónica Rivera Lebrón,071,2
Wilmer Reyes Berríos,071,2
Nelson Raúl Albino Ruíz,071,2
Ada Álvarez Conde,072,2
Héctor Ferrer,072,2
Héctor Santiago,072,2
Keren Riquelme Cabrera,072,2
Rafael (Rafy) Santos Ortíz,072,2
Tatiana Pérez Ramírez,072,2
Verónica Rivera Lebrón,072,2
Nelson Raúl Albino Ruíz,072,2
Gabriel López Arrieta,073,2
Héctor Santiago,073,2
Keren Riquelme Cabrera,073,2
Luis Javier (Javy) Hernández,073,2
Rafael (Rafy) Santos Ortíz,073,2
Tatiana Pérez Ramírez,073,2
Verónica Rivera Lebrón,073,2
Nelson Raúl Albino Ruíz,073,2
Ada Álvarez Conde,074,2
Héctor Ferrer,074,2
Héctor Santiago,074,2
